word,prefixes,stem,suffixes,frequency,stability,n_variants
لِيَغْفِرَ,ل|ي,غفر,,5,1.0,1
حَدِيثٍ,,حديث,,5,1.0,1
وَسَوْفَ,,و,سوف,5,1.0,1
نُهُوا,,نه,وا,5,1.0,1
وَصَدُّوا,و,صد,وا,5,1.0,1
وَأَجْرٌ,و,أجر,(null),5,1.0,1
قُلُوبَهُمْ,,قلوب,(null)|هم,5,1.0,1
يَصْنَعُونَ,ي,صنع,ون,5,1.0,1
أَمْلِكُ,أ,ملك,,5,1.0,1
وَاتْلُ,و,ا+تل,,5,0.8,2
يَدَكَ,,يد,ك,5,1.0,1
رَبَّ,,رب,,5,1.0,1
فَأَصْبَحَ,ف,أصبح,,5,1.0,1
مُقِيمٌ,,مقيم,(null),5,1.0,1
فَاحْكُمْ,,ف+ا+حكم,,5,1.0,1
آتَاكُمْ,,آتا,كم,5,1.0,1
فَتَرَى,ف|ت,رى,,5,1.0,1
جَهْدَ,,جهد,,5,1.0,1
وَيُؤْتُونَ,و|ي,ؤت+ون+None+None,,5,1.0,1
الْغَالِبُونَ,ال,غالب,ون,5,1.0,1
سَوَاءِ,,سواء,,5,1.0,1
لَبِئْسَ,,ل+بئس,,5,1.0,1
الطَّعَامَ,ال,طعام,(null),5,1.0,1
رَزَقَكُمُ,,رزق,كم,5,1.0,1
يَأْتُوا,ي,أت,وا,5,1.0,1
الرُّسُلَ,ال,رسل,,5,1.0,1
الرَّازِقِينَ,ال,رازق,ين,5,1.0,1
رَضِيَ,,رضي,,5,1.0,1
وَرَضُوا,و,رض,وا,5,1.0,1
يَعْدِلُونَ,ي,عدل,و|ن,5,1.0,1
مُعْرِضِينَ,,معرض,ين,5,1.0,1
قَرْنٍ,,قرن,,5,1.0,1
سِيرُوا,,سير,وا,5,1.0,1
أُمِرْتُ,,أمر,ت,5,1.0,1
أَتَاهُمْ,,أتا,هم,5,1.0,1
كَبُرَ,,كبر,,5,1.0,1
أَبْوَابَ,,أبواب,(null),5,1.0,1
يَأْتِيكُمْ,ي,أتي,كم,5,1.0,1
الْقَوْمُ,ال,قوم,,5,1.0,1
خَزَائِنُ,,خزائن,,5,1.0,1
أَتَّبِعُ,أ,تبع,,5,1.0,1
فَتَنَّا,,فتن,نا,5,1.0,1
نُفَصِّلُ,ن,فصل,,5,1.0,1
أَعْبُدَ,أ,عبد,,5,1.0,1
لَنَكُونَنَّ,,ل+ن+كون+ن,,5,1.0,1
بِوَكِيلٍ,ب,وكيل,,5,1.0,1
هَدَانَا,,هدا,نا,5,1.0,1
مُهْتَدُونَ,,مهتد,ون,5,1.0,1
وَمُوسَى,و,موسى,,5,1.0,1
يَلْعَبُونَ,ي,لعب,ون,5,1.0,1
صَلَاتِهِمْ,,صلا,ت|هم,5,1.0,1
يُخْرِجُ,ي,خرج,,5,1.0,1
وَالشَّمْسَ,و|ال,شمس,,5,1.0,1
أَنْشَأَكُمْ,,أنشأ,كم,5,1.0,1
وَكِيلٌ,,وكيل,(null),5,1.0,1
الْأَبْصَارُ,ال,أبصار,,5,1.0,1
كَلِمَتُ,,كلم,ة,5,1.0,1
اسْمُ,,اسم,,5,1.0,1
مَيْتَاً,,ميت,ا,5,1.0,1
بِأَنْفُسِهِمْ,ب,أنفس,(null)|هم,5,1.0,1
يَحْشُرُهُمْ,ي,حشر,هم,5,1.0,1
لِيُضِلَّ,ل|ي,ضل,,5,1.0,1
أَشُدَّهُ,,أشد,ه,5,1.0,1
تَأْتِيَهُمُ,ت,أتي,هم,5,1.0,1
بِالْحَسَنَةِ,ب|ال,حسن,ة,5,1.0,1
بِالسَّيِّئَةِ,ب|ال,سيئ,ة,5,1.0,1
تَزِرُ,ت,زر,,5,1.0,1
وَازِرَةٌ,,وازر,ة,5,1.0,1
وِزْرَ,,وزر,,5,1.0,1
لِتُنْذِرَ,ل|ت,نذر,,5,1.0,1
السَّاجِدِينَ,ال,ساجد,ين,5,1.0,1
نَارٍ,,نار,,5,1.0,1
يَأْمُرُ,ي,أمر,,5,1.0,1
يَسْتَأْخِرُونَ,ي,ستأخر,ون,5,0.8,2
صُدُورِهِمْ,,صدور,هم,5,1.0,1
أَبْصَارُهُمْ,,أبصار,هم,5,1.0,1
رِسَالَاتِ,,رسال,ات,5,1.0,1
رَجُلٍ,,رجل,,5,1.0,1
أَجِئْتَنَا,أ,جئ,ت|نا,5,1.0,1
اسْتُضْعِفُوا,,استضعف,وا,5,1.0,1
جَاثِمِينَ,,جاثم,ين,5,1.0,1
وَأَمْطَرْنَا,و,أمطر,نا,5,1.0,1
الْحَاكِمِينَ,ال,حاكم,ين,5,1.0,1
نَقُصُّ,ن,قص,,5,1.0,1
بَعَثْنَا,,بعث,نا,5,1.0,1
سَاجِدِينَ,,ساجد,ين,5,1.0,1
فَاسْتَكْبَرُوا,ف,استكبر,وا,5,1.0,1
بَارَكْنَا,,بارك,نا,5,1.0,1
قَوْمِي,,قوم,ي,5,1.0,1
قَوْمَهُ,,قوم,ه,5,1.0,1
النَّبِيَّ,ال,نبي,,5,1.0,1
كَأَنَّهُ,,كأن,ه,5,1.0,1
آتَيْنَاهُ,,آتي,نا|ه,5,1.0,1
شِئْنَا,,شئ,نا,5,1.0,1
وَمِمَّنْ,و|من,من,,5,0.8,2
يَمْشُونَ,ي,مش,ون,5,1.0,1
يَتَوَكَّلُونَ,ي,توكل,ون,5,1.0,1
وَرِزْقٌ,و,رزق,,5,1.0,1
وَيُنَزِّلُ,و|ي,نزل,,5,1.0,1
حِجَارَةً,,حجار,ة,5,1.0,1
نِعْمَ,,نعم,,5,1.0,1
أَرَى,أ,ري,,5,1.0,1
وَكُلٌّ,و,كل,,5,1.0,1
اسْتَطَعْتُمْ,,استطع,تم,5,1.0,1
أَرْسَلَ,,أرسل,,5,1.0,1
نَارِ,,نار,,5,1.0,1
تَحْزَنْ,ت,حزن,,5,1.0,1
كَارِهُونَ,,كاره,ون,5,1.0,1
يَعْلَمُوا,ي,علم,وا,5,1.0,1
الْكُفَّارَ,ال,كفار,,5,1.0,1
رَسُولِ,,رسول,,5,1.0,1
أُنْزِلَتْ,,أنزل,ت,5,1.0,1
عَالِمِ,,عالم,(null),5,1.0,1
مَرَّتَيْنِ,,مر,ت|ين,5,1.0,1
الْكُفَّارِ,ال,كفار,,5,1.0,1
الر,,الر,,5,1.0,1
الضُّرُّ,ال,ضر,,5,1.0,1
لَيْلَاً,,ليل,ا,5,1.0,1
يَرْزُقُكُمْ,ي,رزق,كم,5,1.0,1
وَالْأَبْصَارَ,و|ال,أبصار,,5,1.0,1
حَقَّتْ,,حق,ت,5,1.0,1
الْخُلْدِ,ال,خلد,,5,1.0,1
أَذِنَ,,أذن,,5,1.0,1
وَجَعَلْنَاهُمْ,و,جعل,نا|هم,5,1.0,1
الْمُنْذَرِينَ,ال,منذر,ين,5,1.0,1
ائْتُونِي,,ا+ئت+و+ن+ي+None,,5,0.8,2
تُوبُوا,,توب,وا,5,1.0,1
يَسْتَجِيبُوا,ي,ستجيب,وا,5,1.0,1
مِرْيَةٍ,,مري,ة|(null),5,1.0,1
آلِهَتِنَا,,آله,ت|نا,5,1.0,1
حَفِيظٌ,,حفيظ,,5,1.0,1
عَادٌ,,عاد,,5,1.0,1
فِينَا,في,نا,,5,1.0,1
وَرَاءِ,,وراء,,5,1.0,1
أَصَابَ,,أصاب,(null),5,1.0,1
بِئْسَ,,بئس,,5,1.0,1
وَعِلْمَاً,و,علم,ا,5,1.0,1
فَضْلِ,,فضل,,5,1.0,1
لَدَيْنَا,,لدي,نا,5,1.0,1
أَمْرَهُمْ,,أمر,هم,5,1.0,1
هَادٍ,,هاد,,5,1.0,1
يُجَادِلُونَ,ي,جادل,و|ن,5,1.0,1
أَعْمَى,,أعمى,,5,1.0,1
فَنِعْمَ,ف,نعم,,5,1.0,1
الْقُلُوبُ,ال,قلوب,,5,1.0,1
مَآبٍ,,مآب,,5,1.0,1
وَلَعَذَابُ,و,ل+عذاب,,5,1.0,1
كَفَى,,كفى,,5,1.0,1
عِلْمُ,,علم,,5,1.0,1
صِرَاطِ,,صراط,,5,1.0,1
بِالْقَوْلِ,ب|ال,قول,,5,1.0,1
بِقَدَرٍ,ب,قدر,,5,1.0,1
مَعْلُومٍ,,معلوم,(null),5,1.0,1
لَنَحْنُ,,ل+نحن,,5,1.0,1
مُصْبِحِينَ,,مصبح,ين,5,1.0,1
فَكَانُوا,ف,كان,وا,5,0.8,2
يُنَزِّلُ,ي,نزل,,5,1.0,1
سَخَّرَ,,سخر,,5,1.0,1
إِلَهُكُمْ,,إله,كم,5,1.0,1
يَشَاءُونَ,ي,شاء,ون,5,0.8,2
سَيِّئَاتُ,,سيئ,ات,5,1.0,1
يَمُوتُ,ي,موت,,5,1.0,1
الذِّكْرِ,ال,ذكر,,5,0.8,2
يَشْتَهُونَ,ي,شته,ون,5,0.8,2
أُمَّهَاتِكُمْ,,أمه,ات|كم,5,1.0,1
بِرَبِّكَ,ب,رب,ك,5,1.0,1
لَمَبْعُوثُونَ,,ل+مبعوث,ون,5,1.0,1
اذْهَبْ,,ا+ذهب,,5,1.0,1
كِتَابَهُ,,كتاب,(null)|ه,5,1.0,1
الشَّمْسِ,ال,شمس,(null),5,1.0,1
الْبَاطِلُ,ال,باطل,(null),5,1.0,1
أَعْرَضَ,,أعرض,,5,1.0,1
وُجُوهِهِمْ,,وجوه,هم,5,1.0,1
رَشَدَاً,,رشد,ا,5,1.0,1
ذَهَبٍ,,ذهب,,5,1.0,1
الْأَرَائِكِ,ال,أرائك,,5,1.0,1
وَاتَّخَذُوا,و,اتخذ,وا,5,1.0,1
فَكَانَتْ,ف,كان,ت,5,0.6,2
ذِكْرِي,,ذكر,ي,5,1.0,1
حَيَّاً,,حي,ا,5,1.0,1
غَفْلَةٍ,,غفل,ة,5,1.0,1
حَدِيثُ,,حديث,,5,1.0,1
يَخَافُ,ي,خاف,,5,1.0,1
يُسَبِّحُونَ,ي,سبح,ون,5,1.0,1
مُشْفِقُونَ,,مشفق,ون,5,1.0,1
وَقَوْمِهِ,و,قوم,ه,5,1.0,1
الرِّيحَ,ال,ريح,,5,1.0,1
يُدْخِلُ,ي,دخل,,5,1.0,1
وَعِظَامَاً,و,عظام,ا,5,1.0,1
مِتْنَا,,مت,نا,5,1.0,1
وَرَبُّ,,و,رب,5,0.8,2
امْرِئٍ,,امرئ,,5,1.0,1
الْآخَرِينَ,ال,آخر,ين,5,1.0,1
جَانٌّ,,جان,,5,1.0,1
أَإِلَهٌ,أ,إله,,5,1.0,1
يُكَذِّبُ,ي,كذب,,5,1.0,1
مَثْوَىً,,مثوى,,5,1.0,1
مُحْضَرُونَ,,محضر,ون,5,1.0,1
تَنْزِيلُ,,تنزيل,,5,1.0,1
تَبْدِيلَاً,,تبديل,ا,5,1.0,1
صَيْحَةً,,صيح,ة,5,1.0,1
وَاحِدَةٌ,,واحد,ة|(null),5,1.0,1
بِيَوْمِ,ب,يوم,,5,1.0,1
ظَنَنْتُمْ,,ظنن,تم,5,1.0,1
وَالسَّمَاءِ,و|ال,سماء,,5,1.0,1
شَرِّ,,شر,,5,1.0,1
أَنْعَمْتَ,,أنعم,ت,4,1.0,1
تُفْسِدُوا,ت,فسد,وا,4,1.0,1
السُّفَهَاءُ,ال,سفهاء,,4,1.0,1
قَامُوا,,قام,وا,4,1.0,1
وَالسَّمَاءَ,و|ال,سماء,,4,1.0,1
وَادْعُوا,و,ا+دع,وا,4,1.0,1
أُعِدَّتْ,,أعد,ت,4,1.0,1
يَنْقُضُونَ,ي,نقض,ون,4,1.0,1
يُمِيتُكُمْ,ي,ميت,كم,4,1.0,1
كُلَّهَا,,كل,ها,4,1.0,1
يَاآدَمُ,يا,آدم,,4,1.0,1
اهْبِطُوا,,ا+هبط,وا,4,1.0,1
بِآيَاتِي,ب,آي,ات|ي,4,1.0,1
فَاتَّقُونِ,ف,اتق+ون+None+None+None,,4,1.0,1
بِالصَّبْرِ,ب|ال,صبر,,4,1.0,1
رَاجِعُونَ,,راجع,ون,4,1.0,1
أَبْنَاءَكُمْ,,أبناء,كم,4,1.0,1
بَلَاءٌ,,بلاء,,4,1.0,1
وَأَغْرَقْنَا,و,أغرق+نا+None,,4,0.5,2
تَنْظُرُونَ,ت,نظر,ون,4,0.5,3
أَرْبَعِينَ,,أربع,ين,4,1.0,1
بِغَضَبٍ,ب,غضب,,4,1.0,1
وَيَقْتُلُونَ,و|ي,قتل+ون+None+None,,4,1.0,1
مِيثَاقَكُمْ,,ميثاق,كم,4,1.0,1
السَّبْتِ,ال,سبت,,4,1.0,1
يَأْمُرُكُمْ,ي,أمر,كم,4,1.0,1
كَادُوا,,كاد,وا,4,1.0,1
الْمَاءُ,ال,ماء,,4,1.0,1
يُسِرُّونَ,ي,سر,ون,4,1.0,1
عَهْدَاً,,عهد,ا,4,1.0,1
وَبِالْوَالِدَيْنِ,و|ب|ال,والد,ين,4,1.0,1
دِيَارِكُمْ,,ديار,كم,4,1.0,1
تَقْتُلُونَ,ت,قتل,ون,4,0.75,2
بِبَعْضِ,ب,بعض,,4,1.0,1
الْبَيِّنَاتِ,ال,بين,ات,4,1.0,1
الْقُدُسِ,ال,قدس,(null),4,1.0,1
قُلُوبُنَا,,قلوب,(null)|نا,4,1.0,1
بِكُفْرِهِمْ,ب,كفر,هم,4,1.0,1
مُصَدِّقٌ,,مصدق,,4,1.0,1
فَلِمَ,ف,لم+None+None,,4,1.0,1
وَاسْمَعُوا,و,ا+سمع,وا,4,1.0,1
أَلْفَ,,ألف,,4,1.0,1
عَاهَدُوا,,عاهد,وا,4,1.0,1
تَتْلُو,ت,تلو,,4,1.0,1
الشَّيَاطِينُ,ال,شياطين,(null),4,1.0,1
السِّحْرَ,ال,سحر,,4,1.0,1
يَنْفَعُهُمْ,ي,نفع,هم,4,1.0,1
وَلَبِئْسَ,و,ل+بئس,,4,1.0,1
وَاتَّقَوْا,و,اتق,وا,4,1.0,1
تَعْلَمْ,ت,علم,,4,1.0,1
سَوَاءَ,,سواء,,4,1.0,1
إِيمَانِكُمْ,,إيمان,كم,4,1.0,1
تُقَدِّمُوا,,تقدم,وا,4,1.0,1
هَاتُوا,,هات,وا,4,1.0,1
بُرْهَانَكُمْ,,برهان,كم,4,1.0,1
مُحْسِنٌ,,محسن,,4,1.0,1
النَّصَارَى,ال,نصارى,,4,1.0,1
بَشِيرَاً,,بشير,ا,4,1.0,1
إِمَامَاً,,إمام,ا,4,1.0,1
ذُرِّيَّتِي,,ذر+ي,ت|ي,4,1.0,1
الْبَيْتَ,ال,بيت,(null),4,1.0,1
أَهْلَهُ,,أهل,(null)|ه,4,1.0,1
لِرَبِّ,ل,رب,,4,1.0,1
بَعْدِي,,بعد,ي,4,1.0,1
اهْتَدَوْا,,اهتد,وا,4,1.0,1
شِقَاقٍ,,شقاق,,4,1.0,1
عَابِدُونَ,,عابد,ون,4,1.0,1
أَعْمَالُكُمْ,,أعمال,كم,4,1.0,1
سَيَقُولُ,,س+ي+قول,,4,1.0,1
يَعْرِفُونَ,ي,عرف+ون+None+None,,4,0.5,2
أَبْنَاءَهُمْ,,أبناء,(null)|هم,4,1.0,1
الْمُمْتَرِينَ,ال,ممتر,ين,4,1.0,1
وَلِكُلٍّ,و|ل,كل,,4,1.0,1
تَشْعُرُونَ,ت,شعر,ون,4,1.0,1
وَمَاتُوا,و,مات,وا,4,1.0,1
كُفَّارٌ,,كفار,,4,1.0,1
وَالْمَلَائِكَةِ,و|ال,ملائك,ة,4,1.0,1
فَأَحْيَا,ف,أحيا,,4,1.0,1
حَلَالَاً,,حلال,ا,4,1.0,1
بِالسُّوءِ,ب|ال,سوء,,4,1.0,1
آبَاؤُهُمْ,,آباؤ,هم,4,1.0,1
أُهِلَّ,,أهل,(null),4,1.0,1
لِغَيْرِ,ل,غير,(null),4,1.0,1
اضْطُرَّ,,اضطر,,4,1.0,1
إِثْمَ,,إثم,,4,1.0,1
الْبِرَّ,ال,بر,,4,1.0,1
الْمَشْرِقِ,ال,مشرق,(null),4,1.0,1
وَالصَّابِرِينَ,و|ال,صابر,ين,4,1.0,1
وَالضَّرَّاءِ,و|ال,ضراء,,4,1.0,1
وَالْأُنْثَى,و|ال,أنثى,,4,1.0,1
اعْتَدَى,,اعتدى,,4,1.0,1
أَحَدَكُمُ,,أحد,كم,4,1.0,1
شَهِدَ,,شهد,(null),4,1.0,1
هَدَاكُمْ,,هدا,كم,4,1.0,1
نِسَائِكُمْ,,نسائ,كم,4,1.0,1
يُقَاتِلُونَكُمْ,ي,قاتل+ون+كم+None+None,,4,1.0,1
الْمُعْتَدِينَ,ال,معتد,ين,4,1.0,1
الْقَتْلِ,ال,قتل,(null),4,1.0,1
وَأَنْفِقُوا,و,أنفق,وا,4,1.0,1
أَمِنْتُمْ,,أمن,تم,4,1.0,1
الْحَجِّ,ال,حج,,4,1.0,1
فَصِيَامُ,ف,صيام,,4,1.0,1
فَرَضَ,,فرض,(null),4,1.0,1
خَيْرَ,,خير,(null),4,1.0,1
آتِنَا,,آت,نا,4,1.0,1
الْفَسَادَ,ال,فساد,,4,1.0,1
يَرْزُقُ,ي,رزق,,4,1.0,1
مُبَشِّرِينَ,,مبشر,ين,4,1.0,1
وَمُنْذِرِينَ,و,منذر,ين,4,1.0,1
لِيَحْكُمَ,ل|ي,حكم,,4,1.0,1
يَقُولَ,ي,قول,,4,1.0,1
أَنْفَقْتُمْ,,أنفق,تم,4,1.0,1
اسْتَطَاعُوا,,استطاع,وا,4,1.0,1
أَيْمَانِكُمْ,,أيمان,كم,4,1.0,1
أَشْهُرٍ,,أشهر,(null),4,1.0,1
يَحِلُّ,ي,حل,(null),4,1.0,1
أَرَادُوا,,أراد,وا,4,1.0,1
آتَيْتُمُوهُنَّ,,آتي+تم+و,هن,4,1.0,1
طَلَّقْتُمُ,,طلق,تم,4,1.0,1
أَجَلَهُنَّ,,أجل,هن,4,1.0,1
ظَلَمَ,,ظلم,,4,1.0,1
أَزْكَى,,أزكى,,4,1.0,1
لِلتَّقْوَى,ل|ال,تقوى,,4,1.0,1
كَثِيرَةً,,كثير,ة|(null),4,1.0,1
بَعَثَ,,بعث,(null),4,1.0,1
الْمُلْكَ,ال,ملك,,4,1.0,1
فَضَّلْنَا,,فضل,نا,4,1.0,1
أَنْفِقُوا,,أنفق,وا,4,1.0,1
وَسِعَ,,وسع,,4,1.0,1
فَأْتِ,ف,أت,,4,1.0,1
مَرَّ,,مر,(null),4,1.0,1
لَحْمَاً,,لحم,ا,4,1.0,1
وَمَغْفِرَةٌ,و,مغفر,ة,4,1.0,1
نَخِيلٍ,,نخيل,,4,1.0,1
نَارٌ,,نار,,4,1.0,1
الْحِكْمَةَ,ال,حكم,ة,4,1.0,1
تُبْدُوا,ت,بد,وا,4,1.0,1
وَجْهِ,,وجه,(null),4,1.0,1
تُظْلَمُونَ,ت,ظلم,ون,4,1.0,1
وَعَلَانِيَةً,و,علان+ي,ة,4,1.0,1
وَآتَوُا,و,آت,وا,4,1.0,1
وَذَرُوا,و,ذر,وا,4,0.75,2
ضَعِيفَاً,,ضعيف,ا,4,1.0,1
رَجُلَيْنِ,,رجل,ين,4,1.0,1
تِجَارَةً,,تجار,ة,4,1.0,1
وَيُعَذِّبُ,و|ي,عذب,,4,1.0,1
وَاغْفِرْ,و,ا+غفر,,4,1.0,1
انْتِقَامٍ,,انتقام,,4,1.0,1
يَخْفَى,ي,خفى,,4,1.0,1
لِيَوْمٍ,ل,يوم,(null),4,1.0,1
يُخْلِفُ,ي,خلف,,4,1.0,1
الْمِيعَادَ,ال,ميعاد,,4,1.0,1
تُغْنِيَ,ت,غني,,4,1.0,1
أَوْلَادُهُمْ,,أولاد,هم,4,1.0,1
وَالْأَنْعَامِ,و|ال,أنعام,,4,1.0,1
ذُنُوبَنَا,,ذنوب,نا,4,1.0,1
وَأُولُو,و,أول,و,4,1.0,1
قَائِمَاً,,قائم,ا,4,1.0,1
الْحَيَّ,ال,حي,(null),4,1.0,1
صُدُورِكُمْ,,صدور,كم,4,1.0,1
وَالرَّسُولَ,و|ال,رسول,,4,1.0,1
ذُرِّيَّةً,,ذر+ي,ة,4,1.0,1
امْرَأَتُ,,امرأ,ة,4,1.0,1
زَكَرِيَّا,,زكريا,,4,1.0,1
هَبْ,,هب,,4,1.0,1
غُلَامٌ,,غلام,,4,1.0,1
بِالْعَشِيِّ,ب|ال,عشي,,4,1.0,1
يَخْتَصِمُونَ,ي,ختصم,ون,4,1.0,1
الْمُقَرَّبِينَ,ال,مقرب,ين,4,1.0,1
جِئْتُكُمْ,,جئ,ت|كم,4,1.0,1
يَاعِيسَى,يا,عيسا,,4,1.0,1
أُجُورَهُمْ,,أجور,هم,4,1.0,1
خَلَقَهُ,,خلق,ه,4,1.0,1
هَاأَنْتُمْ,,ها+أنتم,,4,1.0,1
دِينَكُمْ,,دين,كم,4,1.0,1
يَشْتَرُونَ,ي,شتر,ون,4,1.0,1
بِعَهْدِ,ب,عهد,,4,1.0,1
يَنْظُرُ,ي,نظر,,4,1.0,1
بِالْكِتَابِ,ب|ال,كتاب,(null),4,1.0,1
لِبَشَرٍ,ل,بشر,,4,1.0,1
بِالْكُفْرِ,ب|ال,كفر,,4,1.0,1
أَفَغَيْرَ,أ|ف,غير,,4,1.0,1
يَبْغُونَ,ي,بغ,ون,4,1.0,1
طَوْعَاً,,طوع,ا,4,1.0,1
دِينَاً,,دين,ا,4,1.0,1
كُفْرَاً,,كفر,ا,4,1.0,1
مُبَارَكَاً,,مبارك,ا,4,1.0,1
وَيَأْمُرُونَ,و|ي,أمر+ون+None+None,,4,1.0,1
وَيَنْهَوْنَ,ي,نهي+ون+None+None+None+None,,4,1.0,1
يَسْجُدُونَ,ي,سجد,ون,4,0.5,2
أَفْوَاهِهِمْ,,أفواه,هم,4,1.0,1
صُدُورُهُمْ,,صدور,هم,4,1.0,1
كُلِّهِ,,كل,ه,4,1.0,1
تَقُولُ,ت,قول,,4,1.0,1
يَتُوبَ,ي,توب,,4,1.0,1
مَغْفِرَةٍ,,مغفر,ة,4,1.0,1
فَعَلُوا,,فعل,وا,4,1.0,1
فَاحِشَةً,,فاحش,ة,4,1.0,1
وَنِعْمَ,و,نعم,,4,1.0,1
ثَوَابَ,,ثواب,,4,1.0,1
الرُّعْبَ,ال,رعب,(null),4,1.0,1
يُنَزِّلْ,ي,نزل,,4,1.0,1
مَثْوَى,,مثوى,,4,1.0,1
وَعْدَهُ,,وعد,(null)|ه,4,1.0,1
أَرَاكُمْ,أ,را+كم+None,,4,0.75,2
يَدْعُوكُمْ,ي,دعو,كم,4,1.0,1
لِكَيْلَا,ل,كي,لا,4,1.0,1
أَصَابَكُمْ,,أصاب,كم,4,1.0,1
الْجَاهِلِيَّةِ,ال,جاهل+ي,ة,4,1.0,1
هَاهُنَا,,ها+هنا,,4,1.0,1
الْجَمْعَانِ,ال,جمع,ان,4,1.0,1
دَرَجَاتٌ,,درج,ات,4,1.0,1
مَنَّ,,من,,4,1.0,1
يُضِيعُ,ي,ضيع,,4,1.0,1
اسْتَجَابُوا,,استجاب,وا,4,0.75,2
يَجْعَلَ,ي,جعل,,4,1.0,1
قِيَامَاً,,قيام,ا,4,1.0,1
ثَوَابَاً,,ثواب,ا,4,1.0,1
مَأْوَاهُمْ,,مأوا,هم,4,1.0,1
لَمَنْ,ل,من,,4,1.0,1
تَعْدِلُوا,ت,عدل,وا,4,1.0,1
هَنِيئَاً,,هنيئ,ا,4,1.0,1
حَسِيبَاً,,حسيب,ا,4,1.0,1
اثْنَتَيْنِ,,اثن,ت|ين,4,1.0,1
وَصِيَّةٍ,,وصي,ة,4,1.0,1
دَيْنٍ,,دين,,4,0.75,2
يُدْخِلْهُ,ي,دخل,ه,4,1.0,1
الْفَاحِشَةَ,ال,فاحش,ة,4,1.0,1
عَنْهُمَا,عن,هما,,4,1.0,1
بِجَهَالَةٍ,ب,جهال,ة,4,1.0,1
بِفَاحِشَةٍ,ب,فاحش,ة,4,1.0,1
مَكَانَ,,مكان,,4,1.0,1
بُهْتَانَاً,,بهتان,ا,4,1.0,1
الْمُحْصَنَاتِ,ال,محصن,ات,4,1.0,1
كَرِيمَاً,,كريم,ا,4,1.0,1
فَضَّلَ,,فضل,,4,1.0,1
تَخَافُونَ,ت,خاف,ون,4,0.75,2
مُهِينَاً,,مهين,ا,4,1.0,1
يَكُنِ,ي,كن,,4,1.0,1
فَسَاءَ,ف,ساء,,4,1.0,1
وَأَنْفَقُوا,و,أنفق,وا,4,1.0,1
جِئْنَا,,جئ,نا,4,1.0,1
مَرْضَى,,مرضى,,4,1.0,1
صَعِيدَاً,,صعيد,ا,4,1.0,1
وَآتَيْنَاهُمْ,و,آتي,نا|هم,4,1.0,1
سَمِيعَاً,,سميع,ا,4,1.0,1
وَأَحْسَنُ,و,أحسن,,4,1.0,1
أَرَدْنَا,,أرد,نا,4,1.0,1
وَإِذَاً,و,إذا,,4,1.0,1
الْفَضْلُ,ال,فضل,(null),4,1.0,1
أَكُنْ,أ,كن,,4,1.0,1
أَيْدِيَكُمْ,,أيد,ي|كم,4,1.0,1
نَفْسِكَ,,نفس,ك,4,1.0,1
نَفْسَكَ,,نفس,ك,4,1.0,1
أَضَلَّ,,أضل,,4,1.0,1
قَوْمَهُمْ,,قوم,هم,4,1.0,1
السَّلَمَ,ال,سلم,(null),4,1.0,1
قَتَلَ,,قتل,,4,1.0,1
مُؤْمِنَةٍ,,مؤمن,ة|(null),4,1.0,1
لَسْتَ,,لس,ت,4,1.0,1
عَرَضَ,,عرض,,4,1.0,1
كَثِيرَةٌ,,كثير,ة|(null),4,1.0,1
الْقَاعِدِينَ,ال,قاعد,ين,4,1.0,1
وَسَاءَتْ,و,ساء,ت,4,1.0,1
يَرْضَى,ي,رضى,,4,1.0,1
خَلْقَ,,خلق,(null),4,1.0,1
وَاتَّخَذَ,و,اتخذ,,4,1.0,1
وَإِيَّاكُمْ,و,إيا,كم,4,1.0,1
تَكْفُرُوا,ت,كفر,وا,4,1.0,1
يُذْهِبْكُمْ,ي,ذهب,كم,4,1.0,1
الْهَوَى,ال,هوى,,4,1.0,1
الْعِزَّةَ,ال,عز,ة,4,1.0,1
يَخُوضُوا,ي,خوض,وا,4,1.0,1
نَكُنْ,ن,كن,,4,1.0,1
مِيثَاقَهُمْ,,ميثاق,هم,4,1.0,1
وَسُلَيْمَانَ,و,سليمان,,4,1.0,1
يَشْهَدُ,ي,شهد,,4,1.0,1
بِعِلْمِهِ,ب,علم,(null)|ه,4,1.0,1
يَشْهَدُونَ,ي,شهد,ون,4,1.0,1
جَاءَكُمُ,,جاء,كم,4,1.0,1
الْمُقَرَّبُونَ,ال,مقرب,ون,4,1.0,1
وَاسْتَكْبَرُوا,و,استكبر,وا,4,1.0,1
هَلَكَ,,هلك,,4,1.0,1
أَوْفُوا,,أ+وف,وا,4,0.5,2
حِلٌّ,,حل,(null),4,1.0,1
وَأَرْجُلَكُمْ,و,أرجل,كم,4,1.0,1
نِعْمَتَهُ,,نعم,ت|ه,4,1.0,1
عَشَرَ,,عشر,,4,1.0,1
نَبَأَ,,نبأ,,4,1.0,1
أَخِي,,أخ,ي,4,1.0,1
خِلَافٍ,,خلاف,,4,1.0,1
وَجَاهِدُوا,و,جاهد,وا,4,1.0,1
سَمَّاعُونَ,,سماع,ون,4,1.0,1
يَأْتُوكَ,ي,أت,و|ك,4,1.0,1
لِيَبْلُوَكُمْ,ل|ي,بلو,كم,4,1.0,1
بَعْضِ,,بعض,(null),4,1.0,1
عِنْدِهِ,,عند,ح,4,1.0,1
نَادِمِينَ,,نادم,ين,4,1.0,1
أَهَؤُلَاءِ,أ,هؤلاء,,4,1.0,1
