Word,Without_Diacritics,Count,Root,Wazn,Status,Source_Of_Claim
ابْتِغَاءَ,ابتغاء,10,بغء,افْتَعَل,open_class,wazn_alignment:إِفْتِعَال
اذْهَبْ,اذهب,10,ذهب,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
اسْتَطَعْتُمْ,استطعتم,10,سطع,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
الرِّيحَ,الريح,10,ريح,فِعَل,open_class,wazn_alignment:فِعَل
السُّوءَ,السوء,10,سوء,فُعِل,open_class,wazn_alignment:فُعِل
الضُّرُّ,الضر,10,ضرر,فُعُّ,open_class,wazn_alignment:فُعُّ
الْأَبْصَارُ,الأبصار,10,بصر,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَدْبَارَ,الأدبار,10,دبر,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأُخْرَى,الأخرى,10,خرى,أُفْعَل,open_class,wazn_alignment:أُفْعَل
الْأُمُورِ,الأمور,10,أمر,فُعُول,open_class,wazn_alignment:فُعُول
الْخَبِيثَ,الخبيث,10,خبث,فَعِيل,open_class,wazn_alignment:فَعِيل
الْخُلْدِ,الخلد,10,خلد,فُعْل,open_class,wazn_alignment:فُعْل
الْكُفَّارَ,الكفار,10,كفر,فُعَّال,open_class,wazn_alignment:فُعَّال
الْكُفَّارِ,الكفار,10,كفر,فُعَّال,open_class,wazn_alignment:فُعَّال
الْكُفْرِ,الكفر,10,كفر,فُعْل,open_class,wazn_alignment:فُعْل
الْمَيِّتِ,الميت,10,ميت,فَعِّل,open_class,wazn_alignment:فَعِّل
الْمُلْكِ,الملك,10,لمل,أُفْعُلْ,open_class,wazn_alignment:أُفْعُلْ
الْيَتَامَى,اليتامى,10,يتم,فَعَالَى,open_class,wazn_alignment:فَعَالَى
بَارَكْنَا,باركنا,10,ارك,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
بَعَثْنَا,بعثنا,10,بعث,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
تَبَيَّنَ,تبين,10,بين,تَفَعَّل,open_class,wazn_alignment:تَفَعَّل
تَبْدِيلَاً,تبديلا,10,بدل,تَفْعِيلَ,open_class,wazn_alignment:تَفْعِيلَ
تَحْزَنْ,تحزن,10,حزن,تَفْعَلْ,open_class,wazn_alignment:تَفْعَلْ
تَرَانِي,تراني,10,رني,تَفَاعِل,open_class,wazn_alignment:تَفَاعِل
تَزِرُ,تزر,10,تزر,فَعل,open_class,wazn_alignment:فَعل
تَعْلَمُ,تعلم,10,علم,تَفْعَل,open_class,wazn_alignment:تَفْعَل
تُخْزُونِ,تخزون,10,خزو,تُفْعُل,open_class,wazn_alignment:تُفْعُل
تُوبُوا,توبوا,10,توب,فُعِل,open_class,wazn_alignment:فُعِل
جَاثِمِينَ,جاثمين,10,جثم,فَاعِل,open_class,wazn_alignment:فَاعِل
جَاهَدُوا,جاهدوا,10,جهد,فَأَعل,open_class,wazn_alignment:فَأَعل
جَزَاؤُهُمْ,جزاؤهم,10,جزاؤ,فَفَعَل,open_class,wazn_alignment:فَفَعَل
جَعَلَهُ,جعله,10,جعل,فَعَل,open_class,wazn_alignment:فَعَل
جِئْتَ,جئت,10,جئت,فِعْل,open_class,wazn_alignment:فِعْل
حَدِيثَاً,حديثا,10,حدث,فَعِيل,open_class,wazn_alignment:فَعِيل
حَرَجٌ,حرج,10,حرج,فَعَل,open_class,wazn_alignment:فَعَل
حَقَّتْ,حقت,10,حقق,فَعَّ,open_class,wazn_alignment:فَعَّ
حَوْلَهُ,حوله,10,حول,فَعْلَهُ,open_class,wazn_alignment:فَعْلَهُ
حَيَّاً,حيا,10,حيي,فَعَّ,open_class,wazn_alignment:فَعَّ
حُسْنَاً,حسنا,10,حسن,فُعْل,open_class,wazn_alignment:فُعْل
خَاسِرِينَ,خاسرين,10,خسر,فَاعِل,open_class,wazn_alignment:فَاعِل
خَرَجُوا,خرجوا,10,خرج,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
خَلْفِهِمْ,خلفهم,10,خلف,فَعْل,open_class,wazn_alignment:فَعْل
خَلْقِ,خلق,10,خلق,فَعْل,open_class,wazn_alignment:فَعْل
خُذُوا,خذوا,10,خذا,فُعُول,open_class,wazn_alignment:فُعُول
دِينِكُمْ,دينكم,10,دين,فِعَل,open_class,wazn_alignment:فِعَل
ذَاتِ,ذات,10,ذات,فَعَل,open_class,wazn_alignment:فَعَل
ذِكْرِي,ذكري,10,ذكر,فِعْل,open_class,wazn_alignment:فِعْل
رَحْمَةٍ,رحمة,10,رحم,فَعْلَة,open_class,wazn_alignment:فَعْلَة
رَحْمَةِ,رحمة,10,رحم,فَعْلَة,open_class,wazn_alignment:فَعْلَة
رَزَقَكُمُ,رزقكم,10,رزق,فَعَل,open_class,wazn_alignment:فَعَل
رَشَدَاً,رشدا,10,رشد,فَعَل,open_class,wazn_alignment:فَعَل
رِسَالَاتِ,رسالات,10,رسل,فِعَال,open_class,wazn_alignment:فِعَال
سَاجِدِينَ,ساجدين,10,سجد,فَاعِل,open_class,wazn_alignment:فَاعِل
سَفَرٍ,سفر,10,سفر,فَعَل,open_class,wazn_alignment:فَعَل
سَيِّئَاتُ,سيئات,10,سيئ,فَعِّل,open_class,wazn_alignment:فَعِّل
سِيرُوا,سيروا,10,روا,يُفعِل,open_class,wazn_alignment:يُفعِل
شِئْتُمْ,شئتم,10,شئ,فِل,open_class,wazn_alignment:فِل
شِئْنَا,شئنا,10,شئن,فِعْل,open_class,wazn_alignment:فِعْل
صَدَقُوا,صدقوا,10,صدق,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
صَيْحَةً,صيحة,10,صيح,فَعْلَة,open_class,wazn_alignment:فَعْلَة
صُدُورِهِمْ,صدورهم,10,صدر,فُعُول,open_class,wazn_alignment:فُعُول
صِرَاطَاً,صراطا,10,صرط,فِعَال,open_class,wazn_alignment:فِعَال
طُغْيَانِهِمْ,طغيانهم,10,طغي,فُعْلَان,open_class,wazn_alignment:فُعْلَان
ظَنَنْتُمْ,ظننتم,10,ظنن,فَعَل,open_class,wazn_alignment:فَعَل
عَالِمِ,عالم,10,علم,فَاعِل,open_class,wazn_alignment:فَاعِل
عَمِلَتْ,عملت,10,عمل,فَعل,open_class,wazn_alignment:فَعل
عِنْدِكَ,عندك,10,عند,فِعْل,open_class,wazn_alignment:فِعْل
غَفْلَةٍ,غفلة,10,غفل,فَعْلَة,open_class,wazn_alignment:فَعْلَة
غُرُورَاً,غرورا,10,غرر,فُعُول,open_class,wazn_alignment:فُعُول
فَتَنَّا,فتنا,10,تنا,فَعَّل,open_class,wazn_alignment:فَعَّل
فَرِيضَةً,فريضة,10,فرض,فَعِيلَة,open_class,wazn_alignment:فَعِيلَة
فَضْلٍ,فضل,10,فضل,فَعْل,open_class,wazn_alignment:فَعْل
قَالَتِ,قالت,10,قلت,فَأَعل,open_class,wazn_alignment:فَأَعل
قَضَى,قضى,10,قضى,فَعَل,open_class,wazn_alignment:فَعَل
قُتِلُوا,قتلوا,10,قتل,فُعِل,open_class,wazn_alignment:فُعِل
قُلُوبُكُمْ,قلوبكم,10,قلب,فُعُول,open_class,wazn_alignment:فُعُول
كَارِهُونَ,كارهون,10,كره,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
كَلِمَتُ,كلمت,10,لمت,فِعَل,open_class,wazn_alignment:فِعَل
لَدَيْنَا,لدينا,10,لدي,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
لَعَنَهُمُ,لعنهم,10,لعن,فَعَل,open_class,wazn_alignment:فَعَل
لَيْلَاً,ليلا,10,ليل,فَعْل,open_class,wazn_alignment:فَعْل
مَعْلُومٍ,معلوم,10,علم,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَكَانٍ,مكان,10,مكا,فَعْلَان,open_class,wazn_alignment:فَعَل
مَيْتَاً,ميتا,10,ميت,فَعْل,open_class,wazn_alignment:فَعْل
مُؤْمِنٌ,مؤمن,10,ؤمن,مُفْعِل,open_class,wazn_alignment:مُفْعِل
مُحْضَرُونَ,محضرون,10,حضر,مُفْعَلُون,open_class,wazn_alignment:مُفْعَلُون
مُشْفِقُونَ,مشفقون,10,شفق,مُفْعِلُون,open_class,wazn_alignment:مُفْعِلُون
مُصْبِحِينَ,مصبحين,10,صبح,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
مُعْرِضِينَ,معرضين,10,عرض,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
مُفْسِدِينَ,مفسدين,10,فسد,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
مُقِيمٌ,مقيم,10,مقم,فُعِيل,open_class,wazn_alignment:فُعِيل
مُهْتَدُونَ,مهتدون,10,هتد,مُفْعَلُون,open_class,wazn_alignment:مُفْعَلُون
مِتْنَا,متنا,10,تنا,مِفْعَل,open_class,wazn_alignment:مِفْعَل
نَعْلَمُ,نعلم,10,علم,نَفْعَل,open_class,wazn_alignment:نَفْعَل
نَقُصُّ,نقص,10,قصص,نَفُعُّ,open_class,wazn_alignment:نَفُعُّ
نُفَصِّلُ,نفصل,10,فصل,نُفَعِّل,open_class,wazn_alignment:نُفَعِّل
نُهُوا,نهوا,10,هوا,نُفعِل,open_class,wazn_alignment:نُفعِل
هَاجَرُوا,هاجروا,10,هجر,فَأَعل,open_class,wazn_alignment:فَأَعل
هَدَانَا,هدانا,10,هدا,فَعَل,open_class,wazn_alignment:فَعَل
وَاحِدَاً,واحدا,10,وحد,فَاعِل,open_class,wazn_alignment:فَاعِل
وَازِرَةٌ,وازرة,10,وزر,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
وَقَعَ,وقع,10,وقع,فَعَل,open_class,wazn_alignment:فَعَل
وُسْعَهَا,وسعها,10,عها,فَعَل,open_class,wazn_alignment:فَعَل
يَأْمُرُ,يأمر,10,أمر,يَفْعُل,open_class,wazn_alignment:يَفْعُل
يَبْلُغَ,يبلغ,10,بلغ,يَفْعُل,open_class,wazn_alignment:يَفْعُل
يَتُوبُ,يتوب,10,يتب,فَعُول,open_class,wazn_alignment:فَعُول
يَتَّخِذَ,يتخذ,10,يخذ,افْتَعَل,open_class,wazn_alignment:فَتَّعِل
يَتَّخِذُونَكَ,يتخذونك,10,يخذ,افْتَعَل,open_class,wazn_alignment:فَتَّعِل
يَخَافُ,يخاف,10,خوف,يَفَالُ,open_class,wazn_alignment:يَفَالُ
يَرَوْنَهَا,يرونها,10,يرن,فَعَوْل,open_class,wazn_alignment:فَعَوْل
يَرَى,يرى,10,يرى,فَعَل,open_class,wazn_alignment:فَعَل
يَسْمَعُ,يسمع,10,سمع,يَفْعَل,open_class,wazn_alignment:يَفْعَل
يَغْشَى,يغشى,10,غشي,يَفْعَى,open_class,wazn_alignment:يَفْعَى
يَقُومُ,يقوم,10,يقم,فَعُول,open_class,wazn_alignment:فَعُول
يَقْتُلُونِ,يقتلون,10,قتل,يَفْعُل,open_class,wazn_alignment:يَفْعُل
يَمُوتُ,يموت,10,يمت,فَعُول,open_class,wazn_alignment:فَعُول
يَوَدُّ,يود,10,ودد,يَفَعُّ,open_class,wazn_alignment:يَفَعُّ
يُؤْمَرُونَ,يؤمرون,10,ؤمر,يُفْعَل,open_class,wazn_alignment:يُفْعَل
يُبَايِعُونَكَ,يبايعونك,10,بيع,يُفَاعِل,open_class,wazn_alignment:يُفَاعِل
يُجَادِلُ,يجادل,10,جدل,يُفَاعِل,open_class,wazn_alignment:يُفَاعِل
يُجَادِلُونَكَ,يجادلونك,10,جدل,يُفَاعِل,open_class,wazn_alignment:يُفَاعِل
يُخَفَّفُ,يخفف,10,خفف,يُفَعَّل,open_class,wazn_alignment:يُفَعَّل
يُخْرِجُ,يخرج,10,خرج,يُفْعِل,open_class,wazn_alignment:يُفْعِل
يُدْخِلُ,يدخل,10,دخل,يُفْعِل,open_class,wazn_alignment:يُفْعِل
يُشْرِكْ,يشرك,10,شرك,يُفْعِلْ,open_class,wazn_alignment:يُفْعِلْ
يُكَذِّبُ,يكذب,10,كذب,يُفَعِّل,open_class,wazn_alignment:يُفَعِّل
يُنَزِّلُ,ينزل,10,نزل,يُفَعِّل,open_class,wazn_alignment:يُفَعِّل
يُنْفِقُ,ينفق,10,نفق,يُفْعِل,open_class,wazn_alignment:يُفْعِل
يُهْلِكُونَ,يهلكون,10,هلك,يُفْعِل,open_class,wazn_alignment:يُفْعِل
آتَيْنَاكُمْ,آتيناكم,9,اينا,أَفَتَفْعَل,open_class,wazn_alignment:أَفَتَفْعَل
آيَاتِكَ,آياتك,9,ءوي,فَالَا,open_class,wazn_alignment:فَالَا
آيَةَ,آية,9,اية,أَفَعَل,open_class,wazn_alignment:أَفَعَل
أَبْلَغْتُكُمْ,أبلغتكم,9,بلغ,أَفْعَلْ,open_class,wazn_alignment:أَفْعَلْ
أَحَدُهُمَا,أحدهما,9,أحد,فَعَل,open_class,wazn_alignment:فَعَل
أَدُلُّكُمْ,أدلكم,9,دلل,أَفُعُّ,open_class,wazn_alignment:أَفُعُّ
أَدْنَى,أدنى,9,دني,أَفْعَى,open_class,wazn_alignment:أَفْعَى
أَسَاطِيرُ,أساطير,9,سطر,أَفَاعِيل,open_class,wazn_alignment:أَفَاعِيل
أَغْنَى,أغنى,9,غني,أَفْعَى,open_class,wazn_alignment:أَفْعَى
أَقْرَبُ,أقرب,9,قرب,أَفْعَل,open_class,wazn_alignment:أَفْعَل
أَمِينٌ,أمين,9,مين,أَفعِل,open_class,wazn_alignment:أَفعِل
أَيْنَ,أين,9,أين,فَعْل,open_class,wazn_alignment:فَعْل
أُسْوَةٌ,أسوة,9,سوة,أُفْعَل,open_class,wazn_alignment:أُفْعَل
أُنَبِّئُكُمْ,أنبئكم,9,أبئ,فُنَعِّل,open_class,wazn_alignment:فُنَعِّل
أُوحِيَ,أوحي,9,أحي,فُوعِل,open_class,wazn_alignment:فُوعِل
إِذِ,إذ,9,إذ,فِل,open_class,wazn_alignment:فِل
اسْتَغْفِرُوا,استغفروا,9,غفر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعِل
اسْتَوَى,استوى,9,سوي,افْتَعَل,open_class,wazn_alignment:افْتَعَى
اسْمَ,اسم,9,إسم,افْتَعَل,open_class,wazn_alignment:فِعْل
اقْتُلُوا,اقتلوا,9,أقتل,فُعْلُل,open_class,wazn_alignment:فُعْلُل
التَّوْرَاةُ,التوراة,9,وراة,تَفْعَلِل,open_class,wazn_alignment:تَفْعَلِل
الذُّلِّ,الذل,9,ذلل,فُعِّ,open_class,wazn_alignment:فُعِّ
الرَّحْمَةِ,الرحمة,9,رحم,فَعْلَة,open_class,wazn_alignment:فَعْلَة
السَّيِّئَةَ,السيئة,9,سيئ,فَعِّلَة,open_class,wazn_alignment:فَعِّلَة
الشَّفَاعَةُ,الشفاعة,9,شفعة,فَفَاعَل,open_class,wazn_alignment:فَفَاعَل
الشَّهَوَاتِ,الشهوات,9,شهو,فَعَل,open_class,wazn_alignment:فَعَل
الصَّاعِقَةُ,الصاعقة,9,صعق,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
الصَّالِحُونَ,الصالحون,9,صلح,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
الضَّلَالَةَ,الضلالة,9,ضللة,فَفَاعَل,open_class,wazn_alignment:فَفَاعَل
الظَّنِّ,الظن,9,إلظ,فِعَل,open_class,wazn_alignment:فِعَل
النَّاصِحِينَ,الناصحين,9,نصح,فَاعِل,open_class,wazn_alignment:فَاعِل
النَّشْأَةَ,النشأة,9,نشأ,فَعْلَة,open_class,wazn_alignment:فَعْلَة
النُّجُومِ,النجوم,9,جوم,نُفعِل,open_class,wazn_alignment:نُفعِل
الْآخِرَ,الآخر,9,ءخر,فَاعِل,open_class,wazn_alignment:فَاعِل
الْآيَاتُ,الآيات,9,ءوي,فَالَا,open_class,wazn_alignment:فَالَا
الْأَحَادِيثِ,الأحاديث,9,حدث,أَفَاعِيل,open_class,wazn_alignment:أَفَاعِيل
الْأَنْفُسُ,الأنفس,9,نفس,أَفْعُل,open_class,wazn_alignment:أَفْعُل
الْبَصَرُ,البصر,9,بصر,فَعَل,open_class,wazn_alignment:فَعَل
الْبَعْثِ,البعث,9,بعث,فَعْل,open_class,wazn_alignment:فَعْل
الْحَاقَّةُ,الحاقة,9,حاقة,فَفَعَّل,open_class,wazn_alignment:فَفَعَّل
الْعَاجِلَةَ,العاجلة,9,عجل,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
الْعَامِلِينَ,العاملين,9,عمل,فَاعِل,open_class,wazn_alignment:فَاعِل
الْعَدَاوَةَ,العداوة,9,عدوة,فَفَاعَل,open_class,wazn_alignment:فَفَاعَل
الْعِزَّةُ,العزة,9,عزة,فِعَّل,open_class,wazn_alignment:فِعَّل
الْغَرُورُ,الغرور,9,غرر,فَعُول,open_class,wazn_alignment:فَعُول
الْفَضْلَ,الفضل,9,فضل,فَعْل,open_class,wazn_alignment:فَعْل
الْفُرْقَانَ,الفرقان,9,فرق,فُعْلَان,open_class,wazn_alignment:فُعْلَان
الْقَارِعَةُ,القارعة,9,قرع,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
الْقَمَرَ,القمر,9,قمر,فَعَل,open_class,wazn_alignment:فَعَل
الْكَاذِبُونَ,الكاذبون,9,كذب,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
الْمَيْمَنَةِ,الميمنة,9,يمن,مَفْعَلَة,open_class,wazn_alignment:مَفْعَلَة
الْمُتَكَبِّرِينَ,المتكبرين,9,كبر,مُتَفَعِّل,open_class,wazn_alignment:مُتَفَعِّل
الْمُتَوَكِّلُونَ,المتوكلون,9,وكل,مُتَفَعِّل,open_class,wazn_alignment:مُتَفَعِّل
الْمُجَاهِدِينَ,المجاهدين,9,جهد,مُفَاعِل,open_class,wazn_alignment:مُفَاعِل
الْمُخَلَّفُونَ,المخلفون,9,خلف,مُفَعَّل,open_class,wazn_alignment:مُفَعَّل
