root,count,first_word,first_word_plain,first_segment,sample_location,wazn,confidence,other_examples
حسر,11,حَسَرَاتٍ,حسرات,حَسَرَ,2:167:17,فعل,1.000,حَسْرَةً (3:156) | يَاحَسْرَتَنَا (6:31)
خوض,11,يَخُوضُوا,يخوضوا,خُوضُ,4:140:19,فعل,1.000,يَخُوضُونَ (6:68) | يَخُوضُوا (6:68)
خول,11,وَخَالَاتُكُمْ,وخالاتكم,خَالَ,4:23:7,فعل,1.000,مُخْتَالَاً (4:36) | خَوَّلْنَاكُمْ (6:94)
رضع,11,يُرْضِعْنَ,يرضعن,رْضِعْنَ,2:233:2,فعلن,0.684,الرَّضَاعَةَ (2:233) | تَسْتَرْضِعُوا (2:233)
زبر,11,وَالزُّبُرِ,والزبر,زُبُرِ,3:184:10,فعل,1.000,زَبُورَاً (4:163) | وَالزُّبُرِ (16:44)
سبب,11,الْأَسْبَابُ,الأسباب,أَسْبَابُ,2:166:12,افعال,1.000,تَسُبُّوا (6:108) | فَيَسُبُّوا (6:108)
سطع,11,اسْتَطَعْتَ,استطعت,اسْتَطَعْ,6:35:7,افتعل,0.658,اسْتَطَعْتُمْ (8:60) | اسْتَطَعْنَا (9:42)
سفه,11,السُّفَهَاءُ,السفهاء,سُفَهَاءُ,2:13:12,فعلاء,1.000,سَفِهَ (2:130) | السُّفَهَاءُ (2:142)
شفق,11,مُشْفِقِينَ,مشفقين,مُشْفِقِ,18:49:5,مفعل,1.000,مُشْفِقُونَ (21:28) | مُشْفِقُونَ (21:49)
صعق,11,الصَّوَاعِقِ,الصواعق,صَوَاعِقِ,2:19:14,فواعل,0.973,الصَّاعِقَةُ (2:55) | الصَّاعِقَةُ (4:153)
صوم,11,الصِّيَامُ,الصيام,صِيَامُ,2:183:6,فعال,1.000,تَصُومُوا (2:184) | الصِّيَامِ (2:187)
طبع,11,طَبَعَ,طبع,طَبَعَ,4:155:15,فعل,1.000,وَنَطْبَعُ (7:100) | يَطْبَعُ (7:101)
طرف,11,طَرَفَاً,طرفا,طَرَفَ,3:127:2,فعل,1.000,طَرَفَيِ (11:114) | أَطْرَافِهَا (13:41)
طرق,11,طَرِيقَاً,طريقا,طَرِيقَ,4:168:12,فعيل,1.000,طَرِيقَ (4:169) | بِطَرِيقَتِكُمُ (20:63)
طمع,11,وَنَطْمَعُ,ونطمع,طْمَعُ,5:84:10,فعل,0.920,يَطْمَعُونَ (7:46) | وَطَمَعَاً (7:56)
عشو,11,بِالْعَشِيِّ,بالعشي,عَشِيِّ,3:41:19,فعل,1.000,وَالْعَشِيِّ (6:52) | وَالْعَشِيِّ (18:28)
عنب,11,وَأَعْنَابٍ,وأعناب,أَعْنَابٍ,2:266:9,افعال,1.000,أَعْنَابٍ (6:99) | أَعْنَابٍ (13:4)
عوذ,11,أَعُوذُ,أعوذ,أَعُوذُ,2:67:15,افعل,0.977,أُعِيذُهَا (3:36) | أَعُوذُ (11:47)
قصر,11,تَقْصُرُوا,تقصروا,قْصُرُ,4:101:9,فعل,0.920,قُصُورَاً (7:74) | يُقْصِرُونَ (7:202)
كما,11,لَكُمَا,لكما,كُمَا,7:21:3,فعل,1.000,تِلْكُمَا (7:22) | لَكُمَا (7:22)
لغو,11,بِاللَّغْوِ,باللغو,لَغْوِ,2:225:4,فعل,1.000,بِاللَّغْوِ (5:89) | بَالِغَ (5:95)
مجن,11,لَمَجْنُونٌ,لمجنون,مَجْنُ,15:6:8,فعل,0.900,لَمَجْنُونٌ (26:27) | مَجْنُونٍ (37:36)
ملل,11,مِلَّةِ,ملة,مِلَّ,2:130:4,فعل,0.973,مِلَّةَ (2:135) | يُمِلَّ (2:282)
ميد,11,مَوَدَّةٌ,مودة,مَوَدَّ,4:73:12,فعل,1.000,مَوَدَّةً (5:82) | تَمِيدَ (16:15)
ميز,11,يَمِيزَ,يميز,يَمِيزَ,3:179:11,فعيل,1.000,مَوَازِينُهُ (7:8) | مَوَازِينُهُ (7:9)
نبذ,11,نَبَذَهُ,نبذه,نَبَذَ,2:100:4,فعل,1.000,نَبَذَ (2:101) | فَانْبِذْ (8:58)
نسو,11,نَنْسَاهُمْ,ننساهم,نْسَا,7:51:10,فعل,1.000,نِسْوَةٌ (12:30) | فَأَنْسَاهُ (12:42)
وقد,11,اسْتَوْقَدَ,استوقد,اسْتَوْقَدَ,2:17:4,استفعل,0.983,وَقُودُهَا (2:24) | وَقُودُ (3:10)
ولج,11,تُولِجُ,تولج,تُولِجُ,3:27:1,تفعل,1.000,وَتُولِجُ (3:27) | يُولِجُ (22:61)
يءس,11,يَئِسَ,يئس,يَئِسَ,5:3:32,فعل,1.000,آسَى (7:93) | لَيَئُوسٌ (11:9)
يمم,11,تَيَمَّمُوا,تيمموا,تَيَمَّمُ,2:267:15,فعل,1.000,فَتَيَمَّمُوا (4:43) | فَتَيَمَّمُوا (5:6)
ءكن,10,أَكُنْ,أكن,أَكُنْ,4:72:15,فعل,0.900,أَكِنَّةً (6:25) | أَكُنْ (11:47)
ءلو,10,لِئَلَّا,لئلا,ئَلَّا,2:150:15,فعل,1.000,لِئَلَّا (4:165) | أَلْوَانُهُ (16:13)
ءنب,10,وَأَنْبَتَهَا,وأنبتها,أَنْبَ,3:37:5,فعل,0.900,وَأَنْبَتْنَا (15:19) | أَنْبَتْنَا (26:7)
بدي,10,تُبْدُوهُ,تبدوه,بْدُو,3:29:8,فعل,1.000,بَدَا (6:28) | لِيُبْدِيَ (7:20)
بطش,10,يَبْطِشُونَ,يبطشون,بْطِشُ,7:195:8,فعل,0.920,بَطَشْتُمْ (26:130) | يَبْطِشَ (28:19)
بقي,10,وَبَقِيَّةٌ,وبقية,بَقِيَّ,2:248:14,فعل,1.000,بَقِيَ (2:278) | بَقِيَّةٍ (11:116)
تكء,10,مُتَّكَأً,متكأ,مُتَّكَأً,12:31:8,مفعل,0.925,مُتَّكِئِينَ (18:31) | مُتَّكِئُونَ (36:56)
تمع,10,يَسْتَمِعُ,يستمع,سْتَمِعُ,6:25:3,فعل,0.873,يَسْتَمِعُونَ (10:42) | يَسْتَمِعُونَ (17:47)
توف,10,يُتَوَفَّوْنَ,يتوفون,تَوَفَّ,2:234:2,فعل,1.000,يُتَوَفَّوْنَ (2:240) | تُوَفَّوْنَ (3:185)
ثوي,10,مَثْوَى,مثوى,مَثْوَى,3:151:18,مفعل,1.000,مَثْوَى (16:29) | ثَاوِيَاً (28:45)
جبر,10,جَبَّارِينَ,جبارين,جَبَّارِ,5:22:6,فعال,1.000,جَبَّارٍ (11:59) | جَبَّارٍ (14:15)
جتب,10,يَجْتَبِي,يجتبي,جْتَبِ,3:179:23,فعل,0.800,وَاجْتَبَيْنَاهُمْ (6:87) | اجْتَبَيْتَهَا (7:203)
جدد,10,جَدِيدٍ,جديد,جَدِيدٍ,13:5:11,فعيل,1.000,جَدِيدٍ (14:19) | جَدِيدَاً (17:49)
خطو,10,خَطَايَاكُمْ,خطاياكم,خَطَايَا,2:58:18,فعال,0.982,خُطُوَاتِ (2:168) | خُطُوَاتِ (2:208)
درك,10,يُدْرِكْكُمُ,يدرككم,دْرِكْ,4:78:3,فعل,0.920,يُدْرِكْهُ (4:100) | الدَّرْكِ (4:145)
دفع,10,دَفْعُ,دفع,دَفْعُ,2:251:15,فعل,1.000,ادْفَعُوا (3:167) | فَادْفَعُوا (4:6)
دمر,10,وَدَمَّرْنَا,ودمرنا,دَمَّرْ,7:137:21,فعل,1.000,فَدَمَّرْنَاهَا (17:16) | تَدْمِيرَاً (17:16)
ذهب,10,يُذْهِبْنَ,يذهبن,ذْهِبْنَ,11:114:10,فعلن,0.684,لَنَذْهَبَنَّ (17:86) | اذْهَبَا (20:43)
رجز,10,رِجْزَاً,رجزا,رِجْزَ,2:59:13,فعل,1.000,الرِّجْزُ (7:134) | الرِّجْزَ (7:134)
رجس,10,رِجْسٌ,رجس,رِجْسٌ,5:90:9,فعل,1.000,الرِّجْسَ (6:125) | رِجْسٌ (6:145)
رهق,10,يَرْهَقُ,يرهق,رْهَقُ,10:26:6,فعل,0.920,وَتَرْهَقُهُمْ (10:27) | تُرْهِقْنِي (18:73)
روض,10,تَرَاضَوْا,تراضوا,رَاضَ,2:232:12,فعل,1.000,تَرَاضٍ (2:233) | فَرِيضَةً (2:236)
زلف,10,وَزُلَفَاً,وزلفا,زُلَفَ,11:114:5,فعل,1.000,وَأَزْلَفْنَا (26:64) | وَأُزْلِفَتِ (26:90)
سجن,10,يُسْجَنَ,يسجن,سْجَنَ,12:25:20,فعل,1.000,لَيُسْجَنَنَّ (12:32) | السِّجْنُ (12:33)
سفل,10,الْأَسْفَلِ,الأسفل,أَسْفَلِ,4:145:5,افعل,1.000,أَسْفَلَ (8:42) | السُّفْلَى (9:40)
سوم,10,يَسُومُونَكُمْ,يسومونكم,يَسُومُونَ,2:49:6,فعل,1.000,الْمُسَوَّمَةِ (3:14) | مُسَوِّمِينَ (3:125)
شقي,10,شَقِيٌّ,شقي,شَقِيٌّ,11:105:9,فعل,1.000,شَقِيَّاً (19:4) | شَقِيَّاً (19:32)
صصل,10,فَصَّلْنَا,فصلنا,صَّلْ,6:97:13,فعل,0.752,فَصَّلْنَا (6:98) | فَصَّلَ (6:119)
عرج,10,يَعْرُجُونَ,يعرجون,عْرُجُ,15:14:9,فعل,0.920,الْأَعْرَجِ (24:61) | يَعْرُجُ (32:5)
غمم,10,الْغَمَامَ,الغمام,غَمَامَ,2:57:3,فعال,1.000,الْغَمَامِ (2:210) | غَمَّاً (3:153)
غيظ,10,الْغَيْظِ,الغيظ,غَيْظِ,3:119:19,فعل,1.000,بِغَيْظِكُمْ (3:119) | الْغَيْظَ (3:134)
فسك,10,نَفْسِكَ,نفسك,فْسِكَ,4:79:12,فعل,0.900,نَفْسَكَ (4:84) | نَفْسِكَ (5:116)
قدس,10,وَنُقَدِّسُ,ونقدس,قَدِّسُ,2:30:21,فعل,1.000,الْقُدُسِ (2:87) | الْقُدُسِ (2:253)
قهر,10,الْقَاهِرُ,القاهر,قَاهِرُ,6:18:2,فاعل,1.000,الْقَاهِرُ (6:61) | قَاهِرُونَ (7:127)
لحق,10,يَلْحَقُوا,يلحقوا,لْحَقُ,3:170:10,فعل,0.920,لَحَقٌّ (10:53) | وَأَلْحِقْنِي (12:101)
لسن,10,أَلْسِنَتَهُمْ,ألسنتهم,أَلْسِنَ,3:78:5,افعل,1.000,بِأَلْسِنَتِهِمْ (4:46) | أَلْسِنَتُهُمُ (16:62)
لقء,10,بِلِقَاءِ,بلقاء,لِقَاءِ,6:31:5,فعال,0.925,بِلِقَاءِ (6:154) | تِلْقَاءَ (7:47)
مرد,10,مَرِيدَاً,مريدا,مَرِيدَ,4:117:11,فعيل,1.000,مَرَدُوا (9:101) | مَرَدَّ (13:11)
مزن,10,وَالْمِيزَانَ,والميزان,مِيزَانَ,6:152:14,فيعال,0.973,وَالْمِيزَانَ (7:85) | وَالْمِيزَانَ (11:84)
مشي,10,يَمْشِي,يمشي,مْشِي,6:122:8,فعل,1.000,تَمْشِي (20:40) | يَمْشِي (24:45)
مهل,10,مُهْلِكَ,مهلك,مُهْلِ,6:131:6,فعل,1.000,كَالْمُهْلِ (18:29) | مَهْلِكَ (27:49)
نبت,10,تُنْبِتُ,تنبت,نْبِتُ,2:61:15,فعل,0.920,أَنْبَتَتْ (2:261) | نَبَاتَاً (3:37)
نجج,10,وَنَجِّنَا,ونجنا,نَجِّ,10:86:1,فعل,0.846,نُنَجِّي (10:103) | فَنُجِّيَ (12:110)
نصح,10,النَّاصِحِينَ,الناصحين,نَاصِحِ,7:21:5,فاعل,1.000,وَأَنْصَحُ (7:62) | نَاصِحٌ (7:68)
نقص,10,وَنَقْصٍ,ونقص,نَقْصٍ,2:155:6,فعل,1.000,فَلَنَقُصَّنَّ (7:7) | وَنَقْصٍ (7:130)
يبس,10,لِبَاسَاً,لباسا,بَاسَ,7:26:6,فعل,0.990,وَلِبَاسُ (7:26) | لِبَاسَهُمَا (7:27)
يرى,10,يَرَى,يرى,يَرَى,2:165:18,فعل,1.000,وَسَيَرَى (9:94) | فَسَيَرَى (9:105)
ءبق,9,وَأَبْقَى,وأبقى,أَبْقَى,20:71:26,فعلى,1.000,وَأَبْقَى (20:73) | وَأَبْقَى (20:127)
ءبي,9,أَبَى,أبى,أَبَى,2:34:9,فعل,1.000,وَتَأْبَى (9:8) | وَيَأْبَى (9:32)
ءرا,9,أَرَاكُمْ,أراكم,أَرَا,3:152:18,فعل,1.000,أَرَاكَ (4:105) | أَرَاكَ (6:74)
ءطع,9,وَأَطَعْنَا,وأطعنا,أَطَعْ,2:285:23,فعل,0.900,وَأَطَعْنَا (4:46) | وَأَطَعْنَا (5:7)
ءقم,9,فَأَقَمْتَ,فأقمت,أَقَمْ,4:102:4,فعل,0.900,أَقِمْ (10:105) | وَأَقِمِ (11:114)
ءهد,9,أَهْدَى,أهدى,أَهْدَى,4:51:16,فعلى,1.000,أَهْدَى (6:157) | أَهْدَى (17:84)
بثث,9,وَبَثَّ,وبث,بَثَّ,2:164:29,فعل,0.973,وَبَثَّ (4:1) | بَثِّي (12:86)
بقر,9,بَقَرَةً,بقرة,بَقَرَ,2:67:10,فعل,1.000,بَقَرَةٌ (2:68) | بَقَرَةٌ (2:69)
تجر,9,تِجَارَتُهُمْ,تجارتهم,تِجَارَ,2:16:8,فعال,1.000,تِجَارَةً (2:282) | تِجَارَةً (4:29)
جوو,9,نَجْوَاهُمْ,نجواهم,جْوَا,4:114:6,فعل,1.000,وَنَجْوَاهُمْ (9:78) | جَوِّ (16:79)
حرق,9,فَاحْتَرَقَتْ,فاحترقت,احْتَرَقَ,2:266:28,افتعل,0.757,الْحَرِيقِ (3:181) | الْحَرِيقِ (8:50)
حسبن,9,تَحْسَبَنَّ,تحسبن,حْسَبَنَّ,3:169:2,فعلل,0.697,يَحْسَبَنَّ (3:178) | يَحْسَبَنَّ (3:180)
حير,9,الْحَوَارِيُّونَ,الحواريون,حَوَارِيُّ,3:52:12,فعال,0.982,الْحَوَارِيِّينَ (5:111) | الْحَوَارِيُّونَ (5:112)
خور,9,أُخْرَاكُمْ,أخراكم,أُخْرَا,3:153:10,افعل,1.000,فَخُورَاً (4:36) | أُخْرَاهُمْ (7:38)
دعن,9,دَعَانِ,دعان,دَعَانِ,2:186:11,فعال,0.925,تَدْعُونَهُ (6:63) | يَدْعُونَهُ (6:71)
ذبح,9,يُذَبِّحُونَ,يذبحون,ذَبِّحُ,2:49:9,فعل,1.000,تَذْبَحُوا (2:67) | فَذَبَحُوهَا (2:71)
رتب,9,تَرْتَابُوا,ترتابوا,رْتَابُ,2:282:95,فعال,0.850,ارْتَبْتُمْ (5:106) | وَارْتَابَتْ (9:45)
رهو,9,لِيُرِيَهُ,ليريه,رِيَهُ,5:31:7,فعل,0.990,لِنُرِيَهُ (17:1) | فَارِهِينَ (26:149)
سرق,9,وَالسَّارِقُ,والسارق,سَارِقُ,5:38:1,فاعل,1.000,وَالسَّارِقَةُ (5:38) | لَسَارِقُونَ (12:70)
سين,9,لِسَانِ,لسان,سَانِ,5:78:8,فعل,1.000,يُنْسِيَنَّكَ (6:68) | لِسَانُ (16:103)
صحف,9,الصُّحُفِ,الصحف,صُحُفِ,20:133:12,فعل,1.000,بِصِحَافٍ (43:71) | صُحُفِ (53:36)
صعد,9,تُصْعِدُونَ,تصعدون,صْعِدُ,3:153:2,فعل,0.920,صَعِيدَاً (4:43) | صَعِيدَاً (5:6)
صفف,9,صَفَّاً,صفا,صَفَّ,18:48:4,فعل,0.973,صَفَّاً (20:64) | صَفَّاً (37:1)
صفو,9,اصْطَفَى,اصطفى,اصْطَفَى,2:132:9,افطعل,0.727,الصَّفَا (2:158) | صَفْوَانٍ (2:264)
صيص,9,وَوَصَّى,ووصى,وَصَّى,2:132:1,فعلى,1.000,وَصَّيْنَا (4:131) | وَصَّاكُمُ (6:144)
طول,9,طَوْلَاً,طولا,طَوْلَ,4:25:5,فعل,1.000,الطَّوْلِ (9:86) | طُولَاً (17:37)
عزل,9,فَاعْتَزِلُوا,فاعتزلوا,اعْتَزِلُ,2:222:7,افتعل,0.757,اعْتَزَلُوكُمْ (4:90) | يَعْتَزِلُوكُمْ (4:91)
عزم,9,عَزَمُوا,عزموا,عَزَمُ,2:227:2,فعل,1.000,تَعْزِمُوا (2:235) | عَزَمْتَ (3:159)
عكف,9,وَالْعَاكِفِينَ,والعاكفين,عَاكِفِ,2:125:20,فاعل,1.000,عَاكِفُونَ (2:187) | يَعْكُفُونَ (7:138)
عنق,9,الْأَعْنَاقِ,الأعناق,أَعْنَاقِ,8:12:19,افعال,1.000,أَعْنَاقِهِمْ (13:5) | عُنُقِهِ (17:13)
عوج,9,عِوَجَاً,عوجا,عِوَجَ,3:99:12,فعل,1.000,عِوَجَاً (7:45) | عِوَجَاً (7:86)
عوم,9,عَامٍ,عام,عَامٍ,2:259:20,فعل,1.000,عَامِهِمْ (9:28) | عَامَاً (9:37)
عيش,9,مَعَايِشَ,معايش,مَعَايِشَ,7:10:8,مفاعل,1.000,مَعَايِشَ (15:20) | مَعِيشَةً (20:124)
غيث,9,تَسْتَغِيثُونَ,تستغيثون,سْتَغِيثُ,8:9:2,فعل,1.000,يُغَاثُ (12:49) | يَسْتَغِيثُوا (18:29)
فرر,9,فِرَارَاً,فرارا,فِرَارَ,18:18:19,فعال,1.000,فَفَرَرْتُ (26:21) | فِرَارَاً (33:13)
فقر,9,الْفَقْرَ,الفقر,فَقْرَ,2:268:3,فعل,1.000,الْفُقَرَاءَ (2:271) | لِلْفُقَرَاءِ (2:273)
قبض,9,يَقْبِضُ,يقبض,قْبِضُ,2:245:13,فعل,0.920,مَقْبُوضَةٌ (2:283) | وَيَقْبِضُونَ (9:67)
قذف,9,اقْذِفِيهِ,اقذفيه,اقْذِفِي,20:39:2,افعل,1.000,فَاقْذِفِيهِ (20:39) | فَقَذَفْنَاهَا (20:87)
كنز,9,يَكْنِزُونَ,يكنزون,كْنِزُ,9:34:18,فعل,0.920,كَنَزْتُمْ (9:35) | تَكْنِزُونَ (9:35)
لوم,9,أَوَلَمَّا,أولما,أَوَلَمَّا,3:165:1,افعل,0.916,لَوْمَةَ (5:54) | وَلُومُوا (14:22)
لوي,9,وَلِيُّهُ,وليه,لِيُّ,2:282:50,فعل,0.998,وَلِيِّيَ (7:196) | وَلَايَتِهِمْ (8:72)
نهو,9,يَنْهَاهُمُ,ينهاهم,نْهَا,5:63:2,فعل,1.000,نَهَاكُمَا (7:20) | وَيَنْهَاهُمْ (7:157)
نهي,9,فَانْتَهَى,فانتهى,انْتَهَى,2:275:31,افتعل,0.826,وَيَنْهَى (16:90) | النُّهَى (20:54)
همم,9,اللَّهُمَّ,اللهم,هُمَّ,3:26:2,فعل,0.973,هَمَّ (5:11) | اللَّهُمَّ (5:114)
هنلك,9,هُنَالِكَ,هنالك,هُنَالِكَ,3:38:1,فعالل,0.846,هُنَالِكَ (7:119) | هُنَالِكَ (10:30)
وضع,9,مَوَاضِعِهِ,مواضعه,مَوَاضِعِ,4:46:7,مفاعل,1.000,مَوَاضِعِهِ (5:13) | مَوَاضِعِهِ (5:41)
ءرد,8,أَرَدْنَا,أردنا,أَرَدْ,4:62:13,فعل,0.900,أَرَدْنَا (9:107) | أَرَدْتُ (11:34)
ءصل,8,أَصَلَاتُكَ,أصلاتك,أَصَلَ,11:87:3,فعل,1.000,أَصْلُهَا (14:24) | وَأَصِيلَاً (25:5)
ءقل,8,أَقُلْ,أقل,أَقُلْ,2:33:10,فعل,0.900,وَأَقُلْ (7:22) | أَقَلَّتْ (7:57)
ءمس,8,أَمْسَكْنَ,أمسكن,أَمْسَ,5:4:20,فعل,0.900,بِالْأَمْسِ (10:24) | بِالْأَمْسِ (28:18)
بتل,8,وَلِيَبْتَلِيَ,وليبتلي,بْتَلِ,3:154:63,فعل,0.920,وَابْتَلُوا (4:6) | لَمُبْتَلِينَ (23:30)
برب,8,بِرَبِّ,برب,بِرَبِّ,7:121:3,فعل,0.900,بِرَبِّ (20:70) | بِرَبِّ (26:47)
بهت,8,فَبُهِتَ,فبهت,بُهِتَ,2:258:36,فعل,1.000,بُهْتَانَاً (4:20) | بُهْتَانَاً (4:112)
جوز,8,جَاوَزَهُ,جاوزه,جَاوَزَ,2:249:31,فاعل,1.000,يُجْزَ (4:123) | وَجَاوَزْنَا (7:138)
حجب,8,حِجَابٌ,حجاب,حِجَابٌ,7:46:2,فعال,1.000,حِجَابَاً (17:45) | حِجَابَاً (19:17)
حرر,8,الْحُرُّ,الحر,حُرُّ,2:178:9,فعل,0.973,بِالْحُرِّ (2:178) | مُحَرَّرَاً (3:35)
حصي,8,تُحْصُوهَا,تحصوها,حْصُو,14:34:11,فعل,1.000,تُحْصُوهَا (16:18) | أَحْصَاهَا (18:49)
حوت,8,حِيتَانُهُمْ,حيتانهم,حِيتَانُ,7:163:14,فعلان,0.968,وَتَحِيَّتُهُمْ (10:10) | تَحِيَّتُهُمْ (14:23)
خسف,8,يَخْسِفَ,يخسف,خْسِفَ,16:45:6,فعل,1.000,يَخْسِفَ (17:68) | فَخَسَفْنَا (28:81)
خضر,8,خَضِرَاً,خضرا,خَضِرَ,6:99:14,فعل,1.000,خُضْرٍ (12:43) | خُضْرٍ (12:46)
خمس,8,بِخَمْسَةِ,بخمسة,خَمْسَ,3:125:11,فعل,1.000,خُمُسَهُ (8:41) | خَمْسَةٌ (18:22)
دلل,8,أَدُلُّكُمْ,أدلكم,أَدُلُّ,20:40:6,افعل,1.000,أَدُلُّكَ (20:120) | دَلِيلَاً (25:45)
دهي,8,بِيَدِهِ,بيده,يَدِهِ,2:237:20,فعل,0.990,بِيَدِهِ (2:249) | يَدَهُ (7:108)
رجف,8,الرَّجْفَةُ,الرجفة,رَجْفَ,7:78:2,فعل,1.000,الرَّجْفَةُ (7:91) | الرَّجْفَةُ (7:155)
رغب,8,يَرْغَبُ,يرغب,رْغَبُ,2:130:2,فعل,0.920,وَتَرْغَبُونَ (4:127) | رَاغِبُونَ (9:59)
زدد,8,ازْدَادُوا,ازدادوا,زْدَادُ,3:90:7,فعال,0.850,لِيَزْدَادُوا (3:178) | ازْدَادُوا (4:137)
سبت,8,السَّبْتِ,السبت,سَبْتِ,2:65:7,فعل,1.000,السَّبْتِ (4:47) | السَّبْتِ (4:154)
سقط,8,تَسْقُطُ,تسقط,سْقُطُ,6:59:14,فعل,0.920,سُقِطَ (7:149) | سَقَطُوا (9:49)
سقم,8,اسْتَقَامُوا,استقاموا,اسْتَقَامُ,9:7:16,افتعال,0.977,فَاسْتَقِمْ (11:112) | سَقِيمٌ (37:89)
سلف,8,سَلَفَ,سلف,سَلَفَ,2:275:34,فعل,1.000,سَلَفَ (4:22) | سَلَفَ (4:23)
شبه,8,مُتَشَابِهَاً,متشابها,مُتَشَابِهَ,2:25:27,متفاعل,1.000,تَشَابَهَتْ (2:118) | مُتَشَابِهَاتٌ (3:7)
