surface,plain,word_class,masaq_tag,lemma,root,wazn,aspect,case,role,source,agreement_with_masaq,confidence,first_seen_at,ambiguous
الْوَصِيَّةِ,الوصية,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,GEN_CONS,MASAQ:15894,Full,Certificate,5:106:11,
الْوَعِيدِ,الوعيد,ISM_MUARAB,GERUND,,عيد,فعل,,GENITIVE,PREP_OBJ,MASAQ:41362,Full,Certificate,20:113:8,";JAMID@(50, 20, 6)"
الْوَعْدَ,الوعد,ISM_MUARAB,GERUND,,وعد,فعل,,ACCUSATIVE,OBJ,MASAQ:41734,Full,Certificate,21:9:3,
الْوَعْدُ,الوعد,ISM_MUARAB,GERUND,,وعد,فعل,,NOMINATIVE,APPOS,MASAQ:27302,Full,Certificate,10:48:4,
الْوَعْدِ,الوعد,ISM_MUARAB,GERUND,,وعد,فعل,,GENITIVE,GEN_CONS,MASAQ:39872,Full,Certificate,19:54:8,
الْوَقُودِ,الوقود,ISM_MUARAB,NOUN_CONCRETE,,قود,فعل,,GENITIVE,GEN_CONS,MASAQ:76444,Full,Certificate,85:5:3,
الْوَقْتِ,الوقت,ISM_MUARAB,NOUN_ABSTRACT,,—,ظرف زمان,,GENITIVE,GEN_CONS,MASAQ:33961,Full,Certificate,15:38:3,
الْوَكِيلُ,الوكيل,ISM_MUARAB,ADJ_QUALIT,,كيل,فعل,,NOMINATIVE,AGNT,MASAQ:9163,Full,Certificate,3:173:17,
الْوَلَايَةُ,الولاية,ISM_MUARAB,GERUND,,,,,NOMINATIVE,SUBJ_DELA,MASAQ:38425,Full,Certificate,18:44:2,
الْوَلِيُّ,الولي,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,PRED,MASAQ:62591,Full,Certificate,42:9:8,
الْوَهَّابُ,الوهاب,JAMID,NOUN_PROP,,هيب,فعل,,NOMINATIVE,PRED,MASAQ:6291,Full,Certificate,3:8:15,
الْوَهَّابِ,الوهاب,JAMID,NOUN_PROP,,هيب,فعل,,GENITIVE,ADJ,MASAQ:58639,Full,Certificate,38:9:7,
الْوَيْلُ,الويل,ISM_MUARAB,NOUN_ABSTRACT,,,,,NOMINATIVE,SUBJ_DELA,MASAQ:41817,Full,Certificate,21:18:11,
الْوُثْقَى,الوثقى,ISM_MUARAB,ADJ_COMP,,ثقو,فعل,,GENITIVE,ADJ,MASAQ:5261,Full,Certificate,2:256:18,
الْوُجُوهَ,الوجوه,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,OBJ,MASAQ:38220,Partial,Hypothesis,18:29:24,
الْوُجُوهُ,الوجوه,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,AGNT,MASAQ:41336,Partial,Hypothesis,20:111:2,
الْوُحُوشُ,الوحوش,ISM_MUARAB,NOUN_CONCRETE,,حوش,فعل,,NOMINATIVE,PASS_SUBJ,MASAQ:75983,Full,Certificate,81:5:2,
الْوُسْطَى,الوسطى,ISM_MUARAB,ADJ_COMP,,سطو,فعل,,GENITIVE,ADJ,MASAQ:4770,Full,Certificate,2:238:5,
الْوِرْدُ,الورد,ISM_MUARAB,NOUN_ABSTRACT,,ورد,فعل,,NOMINATIVE,AGNT,MASAQ:29869,Full,Certificate,11:98:8,
الْوِلْدَانَ,الولدان,ISM_MUARAB,NOUN_PASSIVE_PART,,ولد,فعل,,ACCUSATIVE,OBJ,MASAQ:74545,Full,Certificate,73:17:7,
الْوِلْدَانِ,الولدان,ISM_MUARAB,NOUN_PASSIVE_PART,,ولد,فعل,,GENITIVE,PREP_OBJ,MASAQ:12452,Full,Certificate,4:127:27,
الْيَاقُوتُ,الياقوت,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,PART_COP_PRED,MASAQ:69136,Full,Certificate,55:58:2,
الْيَتَامَى,اليتامى,ISM_MUARAB,ADJ_QUALIT,,,,,GENITIVE,PREP_OBJ,MASAQ:4225,Full,Certificate,2:220:6,
الْيَتِيمَ,اليتيم,ISM_MUARAB,ADJ_QUALIT,,تيم,فعل,,ACCUSATIVE,OBJ,MASAQ:76843,Full,Certificate,89:17:5,
الْيَتِيمِ,اليتيم,ISM_MUARAB,ADJ_QUALIT,,تيم,فعل,,GENITIVE,GEN_CONS,MASAQ:19049,Full,Certificate,6:152:4,
الْيَقِينُ,اليقين,ISM_MUARAB,GERUND,,,,,NOMINATIVE,AGNT,MASAQ:34334,Partial,Hypothesis,15:99:5,
الْيَقِينِ,اليقين,ISM_MUARAB,GERUND,,,,,GENITIVE,GEN_CONS,MASAQ:69593,Partial,Hypothesis,56:95:5,
الْيَمِينِ,اليمين,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,PREP_OBJ,MASAQ:34959,Partial,Hypothesis,16:48:12,
الْيَمُّ,اليم,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,AGNT,MASAQ:40525,Full,Certificate,20:39:9,
الْيَمِّ,اليم,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,PREP_OBJ,MASAQ:21366,Full,Certificate,7:136:5,
الْيَهُودَ,اليهود,UNKNOWN,NOUN_RELATIVE,,هود,فعل,,ACCUSATIVE,OBJ,MASAQ:14755,Full,Certificate,5:51:6,
الْيَهُودُ,اليهود,UNKNOWN,NOUN_RELATIVE,,هود,فعل,,NOMINATIVE,AGNT,MASAQ:1989,Full,Certificate,2:113:2,
الْيَوْمَ,اليوم,HARF,ADV,,,,,ACCUSATIVE,ADV_TIME,MASAQ:5048,Full,Certificate,2:249:40,
الْيَوْمُ,اليوم,HARF,ADV,,,,,NOMINATIVE,PRED,MASAQ:73923,Full,Certificate,70:44:6,
الْيَوْمِ,اليوم,HARF,ADV,,,,,GENITIVE,APPOS,MASAQ:75144,Full,Certificate,76:11:5,
الْيُسْرَ,اليسر,ISM_MUARAB,GERUND,,يسر,فعل,,ACCUSATIVE,OBJ,MASAQ:3409,Full,Certificate,2:185:31,
امْتَحَنَ,امتحن,FIIL,PV,,محن,افتعل,PV,INVARIABLE,,MASAQ:66815,Full,Certificate,49:3:10,
امْتَلَأْتِ,امتلأت,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:67359,Full,Certificate,50:30:5,
امْرَأَ,امرأ,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,V_COP_PRED,MASAQ:39596,Full,Certificate,19:28:6,
امْرَأَةً,امرأة,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,OBJ,MASAQ:48959,Full,Certificate,27:23:3,
امْرَأَةٌ,امرأة,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,CONJ_N,MASAQ:9997,Full,Certificate,4:12:56,
امْرَأَتَ,امرأت,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,APPOS,MASAQ:72753,None,Certificate,66:10:6,
امْرَأَتَكَ,امرأتك,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,EXCP,MASAQ:29590,Full,Certificate,11:81:19,
امْرَأَتَهُ,امرأته,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,EXCP,MASAQ:20670,Full,Certificate,7:83:4,
امْرَأَتَيْنِ,امرأتين,ISM_MUARAB,NOUN_CONCRETE,,مرء,فعل,,ACCUSATIVE,OBJ,MASAQ:50185,Partial,Hypothesis,28:23:14,
امْرَأَتُ,امرأت,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,AGNT,MASAQ:6753,None,Certificate,3:35:3,
امْرَأَتُهُ,امرأته,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,AGNT,MASAQ:67627,Full,Certificate,51:29:2,
امْرَأَتِي,امرأتي,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,SUBJ_COP_V,MASAQ:39351,Full,Certificate,19:5:7,
امْرُؤٌ,امرؤ,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,AGNT,MASAQ:13391,Full,Certificate,4:176:8,
امْرِئٍ,امرئ,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,GEN_CONS,MASAQ:45302,Full,Certificate,24:11:16,
امْشُوا,امشوا,FIIL,CV,,مشش,فعل,CV,INVARIABLE,CV,MASAQ:58600,Full,Certificate,38:6:5,
امْكُثُوا,امكثوا,FIIL,CV,,مكث,فعل,CV,INVARIABLE,CV,MASAQ:40347,Full,Certificate,20:10:6,
انْبَعَثَ,انبعث,FIIL,PV,,بعث,انفعل,PV,INVARIABLE,,MASAQ:77022,Full,Certificate,91:12:2,
انْبِعَاثَهُمْ,انبعاثهم,ISM_MUARAB,GERUND,,بعث,فعال,,ACCUSATIVE,OBJ,MASAQ:24818,Partial,Hypothesis,9:46:10,
انْتَبَذَتْ,انتبذت,FIIL,PV,,نبذ,افتعل,PV,INVARIABLE,,MASAQ:39465,Full,Certificate,19:16:6,
انْتَثَرَتْ,انتثرت,FIIL,PV,,نثر,افتعل,PV,INVARIABLE,,MASAQ:76079,Full,Certificate,82:2:3,
انْتَصَرَ,انتصر,FIIL,PV,,نصر,افتعل,PV,INVARIABLE,,MASAQ:63118,Full,Certificate,42:41:2,
انْتَظِرُوا,انتظروا,FIIL,CV,,نظر,افتعل,CV,INVARIABLE,CV,MASAQ:19206,Full,Certificate,6:158:35,
انْتَقَمْنَا,انتقمنا,FIIL,PV,,نقم,افتعل,PV,INVARIABLE,,MASAQ:63886,Full,Certificate,43:55:3,
انْتَهَوْا,انتهوا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:3588,Full,Certificate,2:192:2,
انْتَهُوا,انتهوا,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:13291,Full,Certificate,4:171:32,
انْتِقَامٍ,انتقام,ISM_MUARAB,GERUND,,نقم,افتعال,,GENITIVE,GEN_CONS,MASAQ:6206,Full,Certificate,3:4:18,
انْسَلَخَ,انسلخ,FIIL,PV,,سلخ,انفعل,PV,INVARIABLE,,MASAQ:23988,Full,Certificate,9:5:2,
انْشَقَّتِ,انشقت,FIIL,PV,,شقت,انفعل,PV,INVARIABLE,,MASAQ:69032,None,Certificate,55:37:2,
انْشَقَّتْ,انشقت,FIIL,PV,,شقق,فعل,PV,INVARIABLE,,MASAQ:76326,None,Certificate,84:1:3,
انْشُزُوا,انشزوا,FIIL,CV,,شزز,فعل,CV,INVARIABLE,CV,MASAQ:70432,Partial,Hypothesis,58:11:16,
انْصَرَفُوا,انصرفوا,FIIL,PV,,صرف,فعل,PV,INVARIABLE,,MASAQ:26378,Partial,Hypothesis,9:127:14,
انْصُرْنِي,انصرني,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:44317,None,Certificate,23:26:3,
انْطَلَقْتُمْ,انطلقتم,FIIL,PV,,طلق,فعل,PV,INVARIABLE,,MASAQ:66419,Partial,Hypothesis,48:15:4,
انْطَلِقُوا,انطلقوا,FIIL,CV,,طلق,فعل,CV,INVARIABLE,CV,MASAQ:75390,Partial,Hypothesis,77:29:1,
انْظُرُوا,انظروا,FIIL,CV,,ظرر,فعل,CV,INVARIABLE,CV,MASAQ:16421,Partial,Hypothesis,6:11:6,
انْظُرُونَا,انظرونا,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:69807,Partial,Hypothesis,57:13:7,
انْظُرْ,انظر,FIIL,CV,,نظر,فعل,CV,INVARIABLE,CV,MASAQ:10861,Full,Certificate,4:50:1,
انْظُرْنَا,انظرنا,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:1819,Partial,Hypothesis,2:104:8,
انْفَضُّوا,انفضوا,FIIL,PV,,فضض,فعل,PV,INVARIABLE,,MASAQ:71834,Partial,Hypothesis,62:11:6,
انْفَطَرَتْ,انفطرت,FIIL,PV,,فطر,فعل,PV,INVARIABLE,,MASAQ:76076,Partial,Hypothesis,82:1:3,
انْفُخُوا,انفخوا,FIIL,CV,,فخخ,فعل,CV,INVARIABLE,CV,MASAQ:39149,Partial,Hypothesis,18:96:10,
انْفِرُوا,انفروا,FIIL,CV,,فرر,فعل,CV,INVARIABLE,CV,MASAQ:11224,Partial,Hypothesis,4:71:9,
انْفِصَامَ,انفصام,ISM_MUARAB,GERUND,,,,,ACCUSATIVE,SUBJ_NEG_CAT,MASAQ:5263,Full,Certificate,2:256:20,
انْقَلَبَ,انقلب,FIIL,PV,,قلب,انفعل,PV,INVARIABLE,,MASAQ:43020,Full,Certificate,22:11:16,
انْقَلَبُوا,انقلبوا,FIIL,PV,,قلب,فعل,PV,INVARIABLE,,MASAQ:31167,Partial,Hypothesis,12:62:10,
انْقَلَبْتُمْ,انقلبتم,FIIL,PV,,قلب,فعل,PV,INVARIABLE,,MASAQ:8551,Partial,Hypothesis,3:144:14,
انْقُصْ,انقص,FIIL,CV,,نقص,فعل,CV,INVARIABLE,CV,MASAQ:74449,Full,Certificate,73:3:3,
انْكَدَرَتْ,انكدرت,FIIL,PV,,كدر,فعل,PV,INVARIABLE,,MASAQ:75975,Partial,Hypothesis,81:2:3,
اهْبِطَا,اهبطا,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:41468,None,Certificate,20:123:2,
اهْبِطُوا,اهبطوا,FIIL,CV,,هبط,فعل,CV,INVARIABLE,CV,MASAQ:571,Full,Certificate,2:36:9,
اهْبِطْ,اهبط,FIIL,CV,,هبط,فعل,CV,INVARIABLE,CV,MASAQ:29061,Full,Certificate,11:48:3,
اهْتَدَوْا,اهتدوا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:2453,Full,Certificate,2:137:8,
اهْتَدَى,اهتدى,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:28230,Full,Certificate,10:108:10,
اهْتَدَيْتُ,اهتديت,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:56133,Full,Certificate,34:50:9,
اهْتَدَيْتُمْ,اهتديتم,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:15874,Full,Certificate,5:105:11,
اهْتَزَّتْ,اهتزت,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:42936,Full,Certificate,22:5:63,
اهْدِنَا,اهدنا,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:18,Full,Certificate,1:6:1,
بَأْسٌ,بأس,ISM_MUARAB,GERUND,,بءس,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:70062,Full,Certificate,57:25:15,
بَأْسٍ,بأس,ISM_MUARAB,GERUND,,بءس,فعل,,GENITIVE,GEN_CONS,MASAQ:36243,Full,Certificate,17:5:10,
بَأْسَ,بأس,ISM_MUARAB,GERUND,,بءس,فعل,,ACCUSATIVE,OBJ,MASAQ:11529,Full,Certificate,4:84:15,
بَأْسَاً,بأسا,ISM_MUARAB,GERUND,,بءس,فعل,,ACCUSATIVE,ACC_SPECIF,MASAQ:11534,Full,Certificate,4:84:20,
بَأْسَكُمْ,بأسكم,ISM_MUARAB,NOUN_ABSTRACT,,بءس,فعل,,ACCUSATIVE,OBJ,MASAQ:35491,Full,Certificate,16:81:19,
بَأْسَنَا,بأسنا,ISM_MUARAB,GERUND,,بءس,فعل,,ACCUSATIVE,OBJ,MASAQ:18953,Full,Certificate,6:148:22,
بَأْسُنَا,بأسنا,ISM_MUARAB,GERUND,,بءس,فعل,,NOMINATIVE,AGNT,MASAQ:16941,Full,Certificate,6:43:4,
بَأْسُهُ,بأسه,ISM_MUARAB,GERUND,,بءس,فعل,,NOMINATIVE,PASS_SUBJ,MASAQ:18928,Full,Certificate,6:147:10,
بَأْسُهُمْ,بأسهم,ISM_MUARAB,NOUN_ABSTRACT,,بءس,فعل,,NOMINATIVE,SUBJ,MASAQ:70940,Full,Certificate,59:14:12,
بَأْسِ,بأس,ISM_MUARAB,GERUND,,بءس,فعل,,GENITIVE,PREP_OBJ,MASAQ:60891,Full,Certificate,40:29:11,
بَأْسِكُمْ,بأسكم,ISM_MUARAB,NOUN_ABSTRACT,,بءس,فعل,,GENITIVE,PREP_OBJ,MASAQ:42469,Full,Certificate,21:80:7,
بَئِيسٍ,بئيس,ISM_MUARAB,ADJ_QUALIT,,ئيس,فعل,,GENITIVE,ADJ,MASAQ:22039,Full,Certificate,7:165:15,
بَاءَ,باء,FIIL,PV,,بوء,فعل,PV,INVARIABLE,,MASAQ:8970,Full,Certificate,3:162:6,
بَابٌ,باب,ISM_MUARAB,NOUN_ABSTRACT,,بوب,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:69820,Full,Certificate,57:13:20,
بَابٍ,باب,ISM_MUARAB,NOUN_CONCRETE,,بوب,فعل,,GENITIVE,PREP_OBJ,MASAQ:31262,Full,Certificate,12:67:6,
بَابَاً,بابا,ISM_MUARAB,NOUN_CONCRETE,,بوب,فعل,,ACCUSATIVE,OBJ,MASAQ:33776,Full,Certificate,15:14:4,
بَاخِعٌ,باخع,ISM_MUARAB,NOUN_ACTIVE_PART,,بخع,فاعل,,NOMINATIVE,PART_COP_PRED,MASAQ:37789,Full,Certificate,18:6:2,
بَادُونَ,بادون,ISM_MUARAB,NOUN_ACTIVE_PART,,بيد,فعل,,NOMINATIVE,PART_COP_PRED,MASAQ:54348,Full,Certificate,33:20:11,
بَادِيَ,بادي,ISM_MUARAB,NOUN_ACTIVE_PART,,بيد,فعل,,ACCUSATIVE,ADV_TIME,MASAQ:28695,None,Certificate,11:27:19,
بَارَكْنَا,باركنا,FIIL,PV,,برك,فاعل,PV,INVARIABLE,,MASAQ:21382,Full,Certificate,7:137:10,
بَارِئِكُمْ,بارئكم,ISM_MUARAB,NOUN_ACTIVE_PART,,برء,فاعل,,GENITIVE,PREP_OBJ,MASAQ:792,Full,Certificate,2:54:13,
بَارِدٌ,بارد,ISM_MUARAB,NOUN_ACTIVE_PART,,برد,فاعل,,NOMINATIVE,ADJ,MASAQ:58978,Full,Certificate,38:42:5,
بَارِدٍ,بارد,ISM_MUARAB,NOUN_ACTIVE_PART,,برد,فاعل,,GENITIVE,ADJ,MASAQ:69358,Full,Certificate,56:44:2,
بَارِزَةً,بارزة,ISM_MUARAB,NOUN_ACTIVE_PART,,برز,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:38474,Full,Certificate,18:47:6,
بَارِزُونَ,بارزون,ISM_MUARAB,NOUN_ACTIVE_PART,,برز,فاعل,,NOMINATIVE,PRED,MASAQ:60673,Full,Certificate,40:16:3,
بَازِغَاً,بازغا,ISM_MUARAB,NOUN_ACTIVE_PART,,بزغ,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:17558,Full,Certificate,6:77:4,
بَازِغَةً,بازغة,ISM_MUARAB,NOUN_ACTIVE_PART,,بزغ,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:17576,Full,Certificate,6:78:4,
بَاسِرَةٌ,باسرة,ISM_MUARAB,NOUN_ACTIVE_PART,,بسر,فاعل,,NOMINATIVE,PRED,MASAQ:74990,Full,Certificate,75:24:3,
بَاسِطٌ,باسط,ISM_MUARAB,NOUN_ACTIVE_PART,,بسط,فاعل,,NOMINATIVE,PRED,MASAQ:37969,Full,Certificate,18:18:11,
بَاسِطُو,باسطو,ISM_MUARAB,NOUN_ACTIVE_PART,,,,,NOMINATIVE,PRED,MASAQ:17865,None,Certificate,6:93:31,
بَاسِقَاتٍ,باسقات,ISM_MUARAB,NOUN_ACTIVE_PART,,بسق,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:67198,Full,Certificate,50:10:2,
بَاشِرُوهُنَّ,باشروهن,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:3464,Partial,Hypothesis,2:187:25,
بَاطِلَاً,باطلا,ISM_MUARAB,NOUN_ACTIVE_PART,,بطل,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:9502,Full,Certificate,3:191:17,
بَاطِنُهُ,باطنه,ISM_MUARAB,NOUN_ACTIVE_PART,,بطن,فاعل,,NOMINATIVE,SUBJ,MASAQ:69821,Full,Certificate,57:13:21,
بَاعِدْ,باعد,FIIL,PV,,بعد,فاعل,PV,INVARIABLE,CV,MASAQ:55627,Full,Certificate,34:19:3,
بَاغٍ,باغ,ISM_MUARAB,NOUN_ACTIVE_PART,,بوغ,فعل,,GENITIVE,GEN_CONS,MASAQ:3125,Full,Certificate,2:173:16,
بَاقٍ,باق,ISM_MUARAB,NOUN_ACTIVE_PART,,بوق,فعل,,NOMINATIVE,PRED,MASAQ:35727,Full,Certificate,16:96:7,
بَاقِيَةً,باقية,ISM_MUARAB,NOUN_ACTIVE_PART,,بوق,فعل,,ACCUSATIVE,ADJ,MASAQ:63604,Full,Certificate,43:28:3,
بَاقِيَةٍ,باقية,ISM_MUARAB,NOUN_ACTIVE_PART,,بوق,فعل,,ACCUSATIVE,OBJ,MASAQ:73490,Full,Certificate,69:8:5,
بَالَهُمْ,بالهم,ISM_MUARAB,NOUN_ABSTRACT,,—,ضمير متصل,,ACCUSATIVE,OBJ,MASAQ:65690,Partial,Hypothesis,47:2:18,
بَالُ,بال,ISM_MUARAB,NOUN_ABSTRACT,,,,,NOMINATIVE,PRED,MASAQ:31005,None,Certificate,12:50:14,
بَالِغَ,بالغ,ISM_MUARAB,NOUN_ACTIVE_PART,,,,,ACCUSATIVE,ADJ,MASAQ:15674,None,Certificate,5:95:25,
بَالِغَةٌ,بالغة,ISM_MUARAB,NOUN_ACTIVE_PART,,غةة,فعل,,NOMINATIVE,ADJ,MASAQ:68550,None,Certificate,54:5:2,
بَالِغُ,بالغ,ISM_MUARAB,NOUN_ACTIVE_PART,,,,,NOMINATIVE,PART_COP_PRED,MASAQ:72358,None,Certificate,65:3:14,
بَالِغُوهُ,بالغوه,ISM_MUARAB,NOUN_ACTIVE_PART,,غوه,فعل,,NOMINATIVE,PRED,MASAQ:21358,None,Certificate,7:135:8,
بَالِغِيهِ,بالغيه,ISM_MUARAB,NOUN_ACTIVE_PART,,غيه,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:34398,None,Certificate,16:7:7,
بَايَعْتُمْ,بايعتم,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:26044,Full,Certificate,9:111:32,
بَثَّ,بث,FIIL,PV,,بثث,فعل,PV,INVARIABLE,,MASAQ:62988,Full,Certificate,42:29:7,
بَثِّي,بثي,ISM_MUARAB,GERUND,,بثث,فعل,,ACCUSATIVE,OBJ,MASAQ:31589,Full,Certificate,12:86:4,
بَحِيرَةٍ,بحيرة,ISM_MUARAB,NOUN_DIMINUTIVE,,حير,فعل,,ACCUSATIVE,OBJ,MASAQ:15822,Full,Certificate,5:103:5,
بَحْرٍ,بحر,ISM_MUARAB,NOUN_CONCRETE,,بحر,فعل,,GENITIVE,PREP_OBJ,MASAQ:45890,Full,Certificate,24:40:4,
بَخِلَ,بخل,FIIL,PV,,بخل,فعل,PV,INVARIABLE,,MASAQ:77064,Full,Certificate,92:8:3,
بَخِلُوا,بخلوا,FIIL,PV,,بخل,فعل,PV,INVARIABLE,,MASAQ:9295,Full,Certificate,3:180:19,
بَخْسٍ,بخس,ISM_MUARAB,NOUN_ABSTRACT,,بخس,فعل,,GENITIVE,ADJ,MASAQ:30455,Full,Certificate,12:20:3,
بَخْسَاً,بخسا,ISM_MUARAB,GERUND,,بخس,فعل,,ACCUSATIVE,OBJ,MASAQ:74287,Full,Certificate,72:13:12,
بَدَءُوكُمْ,بدءوكم,FIIL,PV,,دءو,فعل,PV,INVARIABLE,,MASAQ:24133,Partial,Hypothesis,9:13:10,
بَدَأَ,بدأ,FIIL,PV,,بدء,فعل,PV,INVARIABLE,,MASAQ:51535,Full,Certificate,29:20:7,
بَدَأَكُمْ,بدأكم,FIIL,PV,,بدء,فعل,PV,INVARIABLE,,MASAQ:19702,Full,Certificate,7:29:15,
بَدَأْنَا,بدأنا,FIIL,PV,,بدء,فعل,PV,INVARIABLE,,MASAQ:42736,Full,Certificate,21:104:8,
بَدَا,بدا,FIIL,PV,,بدي,فعل,PV,INVARIABLE,,MASAQ:16685,Full,Certificate,6:28:2,
بَدَتِ,بدت,FIIL,PV,,بدت,فعل,PV,INVARIABLE,,MASAQ:8191,None,Certificate,3:118:16,
بَدَتْ,بدت,FIIL,PV,,بدد,فعل,PV,INVARIABLE,,MASAQ:19561,Full,Certificate,7:22:6,
بَدَلَاً,بدلا,ISM_MUARAB,GERUND,,بدل,فعل,,ACCUSATIVE,ACC_SPECIF,MASAQ:38549,Full,Certificate,18:50:26,
بَدِيعُ,بديع,ISM_MUARAB,ADJ_QUALIT,,ديع,فعل,,NOMINATIVE,PRED,MASAQ:2075,Full,Certificate,2:117:1,
بَدَّلَ,بدل,FIIL,PV,,بدل,فعل,PV,INVARIABLE,,MASAQ:48790,Full,Certificate,27:11:5,
بَدَّلَهُ,بدله,FIIL,PV,,بدل,فعل,PV,INVARIABLE,,MASAQ:3304,Full,Certificate,2:181:2,
بَدَّلُوا,بدلوا,FIIL,PV,,بدل,فعل,PV,INVARIABLE,,MASAQ:33352,Full,Certificate,14:28:5,
بَدَّلْنَا,بدلنا,FIIL,PV,,بدل,فعل,PV,INVARIABLE,,MASAQ:20888,Full,Certificate,7:95:2,
بَدَّلْنَاهُمْ,بدلناهم,FIIL,PV,,بدل,فعل,PV,INVARIABLE,,MASAQ:10951,Full,Certificate,4:56:11,
بَدِّلْهُ,بدله,FIIL,CV,,بدل,فعل,CV,INVARIABLE,CV,MASAQ:26677,Full,Certificate,10:15:16,
بَرَاءٌ,براء,ISM_MUARAB,GERUND,,روء,فعل,,NOMINATIVE,PART_COP_PRED,MASAQ:63594,Full,Certificate,43:26:7,
بَرَاءَةٌ,براءة,ISM_MUARAB,GERUND,,روء,فعل,,NOMINATIVE,PRED,MASAQ:23910,Full,Certificate,9:1:1,
بَرَدٍ,برد,ISM_MUARAB,GERUND,,برد,فعل,,NOMINATIVE,SUBJ,MASAQ:45972,Full,Certificate,24:43:25,
بَرَرَةٍ,بررة,ISM_MUARAB,NOUN_ACTIVE_PART,,برر,فعل,,GENITIVE,ADJ,MASAQ:75883,Full,Certificate,80:16:2,
بَرَزُوا,برزوا,FIIL,PV,,برز,فعل,PV,INVARIABLE,,MASAQ:5070,Full,Certificate,2:250:2,
بَرَكَاتٍ,بركات,ISM_MUARAB,NOUN_ABSTRACT,,برك,فعل,,ACCUSATIVE,OBJ,MASAQ:20913,Full,Certificate,7:96:9,
بَرِقَ,برق,FIIL,PV,,برق,فعل,PV,INVARIABLE,,MASAQ:74925,Full,Certificate,75:7:2,
بَرِيءٌ,بريء,ISM_MUARAB,ADJ_QUALIT,,ريء,فعل,,NOMINATIVE,PART_COP_PRED,MASAQ:16560,Full,Certificate,6:19:35,
بَرِيئَاً,بريئا,ISM_MUARAB,ADJ_QUALIT,,ريئ,فعل,,ACCUSATIVE,OBJ,MASAQ:12181,Full,Certificate,4:112:9,
بَرِيئُونَ,بريئون,ISM_MUARAB,ADJ_QUALIT,,ريئ,فعل,,NOMINATIVE,PRED,MASAQ:27213,Full,Certificate,10:41:9,
بَرْدَاً,بردا,ISM_MUARAB,GERUND,,برد,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:42349,Full,Certificate,21:69:4,
بَرْزَخٌ,برزخ,ISM_MUARAB,NOUN_ABSTRACT,,رزخ,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:44987,Full,Certificate,23:100:13,
بَرْزَخَاً,برزخا,ISM_MUARAB,NOUN_CONCRETE,,رزخ,فعل,,ACCUSATIVE,OBJ,MASAQ:47093,Full,Certificate,25:53:13,
بَرْقِهِ,برقه,ISM_MUARAB,NOUN_CONCRETE,,برق,فعل,,GENITIVE,GEN_CONS,MASAQ:45983,Full,Certificate,24:43:36,
بَسَطَ,بسط,FIIL,PV,,بسط,فعل,PV,INVARIABLE,,MASAQ:62953,Full,Certificate,42:27:2,
